record type,booking id,service type,type,trip id,block number,direction num,direction name,route id,route variant,distance,comment id,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23
20,57,2,0,357850807,90,0,outbound,113,A,491.4,,4288,25560,,,,,,,,,
11,57,2,0,357850884,90,1,inbound,113,-,1390.,,113,25800,28440,SN16,SN16,,0111100,113,0,0,357850884
20,57,2,0,357850884,90,1,inbound,113,-,0.0,,4288,25800,,,,,,,,,
20,57,2,0,357850884,90,1,inbound,113,-,296.4,,4294,26580,,,,,,,,,
20,57,2,0,357850884,90,1,inbound,113,-,293.7,,5051,27300,,,,,,,,,
20,57,2,0,357850884,90,1,inbound,113,-,411.5,,1326,27780,,,,,,,,,
20,57,2,0,357850884,90,1,inbound,113,-,388.6,,20016,28440,,,,,,,,,
11,57,2,1,606983010,90,,,,,0.0,,,28440,28440,SN16,SN16,,0111100,,0,0,606983010
11,57,2,0,357850800,90,0,outbound,113,B,1996.,,113,29460,32220,SN16,SN16,,0111100,113,0,0,357850800
20,57,2,0,357850800,90,0,outbound,113,B,0.0,,6228,29460,,,,,,,,,
20,57,2,0,357850800,90,0,outbound,113,B,322.0,,4183,30180,,,,,,,,,
20,57,2,0,357850800,90,0,outbound,113,B,337.0,,5052,30600,,,,,,,,,
20,57,2,0,357850800,90,0,outbound,113,B,403.8,,1308,31200,,,,,,,,,
20,57,2,0,357850800,90,0,outbound,113,B,673.6,,6688,31920,,,,,,,,,
20,57,2,0,357850800,90,0,outbound,113,B,260.1,,4288,32220,,,,,,,,,
11,57,2,0,357850876,90,1,inbound,113,-,1390.,,113,32760,35400,SN16,SN16,,0111100,113,0,0,357850876
20,57,2,0,357850876,90,1,inbound,113,-,0.0,,4288,32760,,,,,,,,,
20,57,2,0,357850876,90,1,inbound,113,-,296.4,,4294,33540,,,,,,,,,
20,57,2,0,357850876,90,1,inbound,113,-,293.7,,5051,34260,,,,,,,,,
20,57,2,0,357850876,90,1,inbound,113,-,411.5,,1326,34740,,,,,,,,,
20,57,2,0,357850876,90,1,inbound,113,-,388.6,,20016,35400,,,,,,,,,
11,57,2,1,2064965203,90,,,,,0.0,,,35400,35400,SN16,SN16,,0111100,,0,0,2064965203
11,57,2,0,357850792,90,0,outbound,113,B,1996.,,113,36540,39480,SN16,SN16,,0111100,113,0,0,357850792
20,57,2,0,357850792,90,0,outbound,113,B,0.0,,6228,36540,,,,,,,,,
20,57,2,0,357850792,90,0,outbound,113,B,322.0,,4183,37380,,,,,,,,,
20,57,2,0,357850792,90,0,outbound,113,B,337.0,,5052,37860,,,,,,,,,
20,57,2,0,357850792,90,0,outbound,113,B,403.8,,1308,38460,,,,,,,,,
20,57,2,0,357850792,90,0,outbound,113,B,673.6,,6688,39180,,,,,,,,,
20,57,2,0,357850792,90,0,outbound,113,B,260.1,,4288,39480,,,,,,,,,
11,57,2,0,357850868,90,1,inbound,113,-,1390.,,113,39900,42660,SN16,SN16,,0111100,113,0,0,357850868
20,57,2,0,357850868,90,1,inbound,113,-,0.0,,4288,39900,,,,,,,,,
20,57,2,0,357850868,90,1,inbound,113,-,296.4,,4294,40740,,,,,,,,,
20,57,2,0,357850868,90,1,inbound,113,-,293.7,,5051,41460,,,,,,,,,
20,57,2,0,357850868,90,1,inbound,113,-,411.5,,1326,41940,,,,,,,,,
20,57,2,0,357850868,90,1,inbound,113,-,388.6,,20016,42660,,,,,,,,,
11,57,2,1,1836234170,90,,,,,0.0,,,42660,42660,SN16,SN16,,0111100,,0,0,1836234170
11,57,2,0,357850784,90,0,outbound,113,B,1996.,,113,43560,46620,SN16,SN16,,0111100,113,0,0,357850784
20,57,2,0,357850784,90,0,outbound,113,B,0.0,,6228,43560,,,,,,,,,
20,57,2,0,357850784,90,0,outbound,113,B,322.0,,4183,44400,,,,,,,,,
20,57,2,0,357850784,90,0,outbound,113,B,337.0,,5052,44880,,,,,,,,,
20,57,2,0,357850784,90,0,outbound,113,B,403.8,,1308,45540,,,,,,,,,
20,57,2,0,357850784,90,0,outbound,113,B,673.6,,6688,46320,,,,,,,,,
20,57,2,0,357850784,90,0,outbound,113,B,260.1,,4288,46620,,,,,,,,,
11,57,2,0,357850860,90,1,inbound,113,-,1390.,,113,47100,49860,SN16,SN16,,0111100,113,0,0,357850860
20,57,2,0,357850860,90,1,inbound,113,-,0.0,,4288,47100,,,,,,,,,
20,57,2,0,357850860,90,1,inbound,113,-,296.4,,4294,47940,,,,,,,,,
20,57,2,0,357850860,90,1,inbound,113,-,293.7,,5051,48660,,,,,,,,,
20,57,2,0,357850860,90,1,inbound,113,-,411.5,,1326,49140,,,,,,,,,
20,57,2,0,357850860,90,1,inbound,113,-,388.6,,20016,49860,,,,,,,,,
11,57,2,3,412564585,98,,,,,0.0,,,12300,13440,SN16,SN16,,0111100,,0,0,412564585
11,57,2,0,357851445,98,1,inbound,115,B,4086.,,115,13440,16740,SN16,SN16,,0111100,115,0,0,357851445
20,57,2,0,357851445,98,1,inbound,115,B,0.0,,677,13440,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,366.5,,1860,13800,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,256.8,,1884,14040,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,447.1,,1848,14400,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,249.8,,1858,14640,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,200.6,,1895,14820,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,262.4,,1863,15000,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,576.6,,1850,15300,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,317.3,,1903,15480,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,475.1,,5419,15720,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,94.1,,2606,16020,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,220.1,,5326,16260,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,262.2,,5277,16440,,,,,,,,,
20,57,2,0,357851445,98,1,inbound,115,B,357.8,,5283,16740,,,,,,,,,
11,57,2,0,357851385,98,0,outbound,115,B,3579.,,115,17340,20820,SN16,SN16,,0111100,115,0,0,357851385
20,57,2,0,357851385,98,0,outbound,115,B,0.0,,5283,17340,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,692.5,,6386,17640,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,409.1,,2605,17940,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,277.8,,5721,18240,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,254.1,,1902,18540,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,138.6,,1849,18780,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,224.0,,1862,19080,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,217.2,,1894,19380,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,379.3,,1857,19620,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,280.6,,1847,19860,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,260.9,,1883,20220,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,262.2,,1859,20460,,,,,,,,,
20,57,2,0,357851385,98,0,outbound,115,B,183.2,,677,20820,,,,,,,,,
11,57,2,0,357851439,98,1,inbound,115,B,4086.,,115,21960,26400,SN16,SN16,,0111100,115,0,0,357851439
20,57,2,0,357851439,98,1,inbound,115,B,0.0,,677,21960,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,366.5,,1860,22440,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,256.8,,1884,22800,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,447.1,,1848,23220,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,249.8,,1858,23580,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,200.6,,1895,23820,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,262.4,,1863,24120,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,576.6,,1850,24480,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,317.3,,1903,24780,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,475.1,,5419,25080,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,94.1,,2606,25500,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,220.1,,5326,25860,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,262.2,,5277,26040,,,,,,,,,
20,57,2,0,357851439,98,1,inbound,115,B,357.8,,5283,26400,,,,,,,,,
11,57,2,0,357851377,98,0,outbound,115,B,3579.,,115,27480,31860,SN16,SN16,,0111100,115,0,0,357851377
20,57,2,0,357851377,98,0,outbound,115,B,0.0,,5283,27480,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,692.5,,6386,27840,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,409.1,,2605,28260,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,277.8,,5721,28620,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,254.1,,1902,29040,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,138.6,,1849,29400,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,224.0,,1862,29760,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,217.2,,1894,30120,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,379.3,,1857,30420,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,280.6,,1847,30780,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,260.9,,1883,31200,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,262.2,,1859,31440,,,,,,,,,
20,57,2,0,357851377,98,0,outbound,115,B,183.2,,677,31860,,,,,,,,,
11,57,2,0,357851430,98,1,inbound,115,D,3763.,,115,32640,36840,SN16,SN16,,0111100,115,0,0,357851430
20,57,2,0,357851430,98,1,inbound,115,D,0.0,,677,32640,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,366.5,,1860,33120,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,256.8,,1884,33480,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,447.1,,1848,33960,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,249.8,,1858,34320,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,200.6,,1895,34560,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,262.4,,1863,34860,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,576.6,,1850,35280,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,352.4,,1903,35580,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,475.1,,5419,35880,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,94.1,,2606,36300,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,220.1,,5326,36660,,,,,,,,,
20,57,2,0,357851430,98,1,inbound,115,D,262.2,,5277,36840,,,,,,,,,
11,57,2,0,357851368,98,0,outbound,115,-,3979.,,115,37920,42660,SN16,SN16,,0111100,115,0,0,357851368
20,57,2,0,357851368,98,0,outbound,115,-,0.0,,5277,37920,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,400.0,,5283,38280,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,692.5,,6386,38640,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,409.1,,2605,39060,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,277.8,,5721,39420,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,254.1,,1902,39840,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,138.6,,1849,40200,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,224.0,,1862,40560,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,217.2,,1894,40920,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,379.3,,1857,41220,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,280.6,,1847,41580,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,260.9,,1883,42000,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,262.2,,1859,42240,,,,,,,,,
20,57,2,0,357851368,98,0,outbound,115,-,183.2,,677,42660,,,,,,,,,
11,57,2,3,653367640,120,,,,,0.0,,,13440,15180,SN16,SN16,,0111100,,0,0,653367640
11,57,2,0,357860515,120,0,outbound,120,B,2896.,,120,15180,17640,SN16,SN16,,0111100,120,0,0,357860515
20,57,2,0,357860515,120,0,outbound,120,B,0.0,,7031,15180,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,246.3,,7020,15540,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,247.2,,6417,15900,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,257.7,,6421,16320,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,378.6,,6425,16500,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,244.4,,5169,16860,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,590.5,,5857,17040,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,245.6,,2265,17460,,,,,,,,,
20,57,2,0,357860515,120,0,outbound,120,B,685.9,,6481,17640,,,,,,,,,
11,57,2,1,1766074231,120,,,,,0.0,,,17640,17820,SN16,SN16,,0111100,,0,0,1766074231
11,57,2,0,357860666,120,1,inbound,121,A,2832.,,121,18000,20580,SN16,SN16,,0111100,121,0,0,357860666
20,57,2,0,357860666,120,1,inbound,121,A,0.0,,4487,18000,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,378.8,,6448,18240,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,252.9,,6145,18720,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,289.8,,6540,18900,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,513.8,,6539,19080,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,253.5,,5783,19500,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,256.4,,6537,19740,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,256.1,,6536,20040,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,383.8,,7022,20280,,,,,,,,,
20,57,2,0,357860666,120,1,inbound,121,A,246.9,,7031,20580,,,,,,,,,
11,57,2,0,357860518,120,0,outbound,120,A,2896.,,120,21600,24480,SN16,SN16,,0111100,120,0,0,357860518
20,57,2,0,357860518,120,0,outbound,120,A,0.0,,7031,21600,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,246.3,,7020,22020,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,247.2,,6417,22440,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,257.7,,6421,22860,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,378.6,,6425,23100,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,244.4,,5169,23520,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,590.5,,5857,23760,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,245.6,,2265,24240,,,,,,,,,
20,57,2,0,357860518,120,0,outbound,120,A,685.9,,6542,24480,,,,,,,,,
11,57,2,0,357860484,120,1,inbound,120,-,4110.,,120,25380,28920,SN16,SN16,,0111100,120,0,0,357860484
20,57,2,0,357860484,120,1,inbound,120,-,0.0,,6542,25380,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,260.2,,2263,25800,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,531.7,,5850,26040,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,345.4,,5117,26640,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,291.6,,5934,26880,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,277.5,,5764,27360,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,251.7,,6456,27600,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,257.3,,6544,28020,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,1279.,,7011,28440,,,,,,,,,
20,57,2,0,357860484,120,1,inbound,120,-,615.8,,7029,28920,,,,,,,,,
11,57,2,0,357860708,120,0,outbound,121,-,3328.,,121,29820,33300,SN16,SN16,,0111100,121,0,0,357860708
20,57,2,0,357860708,120,0,outbound,121,-,0.0,,7029,29820,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,193.1,,6534,30240,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,780.5,,6535,30480,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,256.5,,3863,30840,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,265.9,,5139,31080,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,268.7,,6538,31620,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,522.4,,6148,31800,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,288.0,,6144,32100,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,297.4,,6437,32820,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,70.7,,6541,33000,,,,,,,,,
20,57,2,0,357860708,120,0,outbound,121,-,385.2,,6646,33300,,,,,,,,,
11,57,2,0,357860675,120,1,inbound,121,-,2832.,,121,33840,36900,SN16,SN16,,0111100,121,0,0,357860675
20,57,2,0,357860675,120,1,inbound,121,-,0.0,,6646,33840,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,378.8,,6448,34200,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,252.9,,6145,34740,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,289.8,,6540,34980,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,513.8,,6539,35160,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,253.5,,5783,35700,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,256.4,,6537,35940,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,256.1,,6536,36300,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,383.8,,7022,36540,,,,,,,,,
20,57,2,0,357860675,120,1,inbound,121,-,246.9,,7031,36900,,,,,,,,,
11,57,2,0,357860527,120,0,outbound,120,A,2896.,,120,37620,40860,SN16,SN16,,0111100,120,0,0,357860527
20,57,2,0,357860527,120,0,outbound,120,A,0.0,,7031,37620,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,246.3,,7020,38100,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,247.2,,6417,38580,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,257.7,,6421,39060,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,378.6,,6425,39300,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,244.4,,5169,39780,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,590.5,,5857,40020,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,245.6,,2265,40620,,,,,,,,,
20,57,2,0,357860527,120,0,outbound,120,A,685.9,,6542,40860,,,,,,,,,
11,57,2,3,1036496084,83,,,,,0.0,,,13680,14640,SN16,SN16,,0111100,,0,0,1036496084
11,57,2,0,357850434,83,1,inbound,111,B,2271.,,111,14640,17880,SN16,SN16,,0111100,111,0,0,357850434
20,57,2,0,357850434,83,1,inbound,111,B,0.0,,3274,14640,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,220.3,,2114,14940,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,332.6,,2113,15180,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,256.1,,2043,15660,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,220.5,,1794,16020,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,166.0,,6647,16440,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,270.1,,2140,16680,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,369.3,,2694,17040,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,283.8,,1069,17400,,,,,,,,,
20,57,2,0,357850434,83,1,inbound,111,B,152.7,,4229,17880,,,,,,,,,
11,57,2,0,357850394,83,0,outbound,111,E,3154.,,111,18840,22560,SN16,SN16,,0111100,111,0,0,357850394
20,57,2,0,357850394,83,0,outbound,111,E,0.0,,4229,18840,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,271.9,,3263,19440,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,999.8,,2136,19800,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,247.5,,2139,20220,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,185.3,,2101,20400,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,196.8,,1793,20880,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,359.7,,2096,21300,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,300.8,,2112,21900,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,168.5,,2111,22200,,,,,,,,,
20,57,2,0,357850394,83,0,outbound,111,E,423.8,,6775,22560,,,,,,,,,
11,57,2,1,980608282,83,,,,,0.0,,,22560,22560,SN16,SN16,,0111100,,0,0,980608282
11,57,2,0,357850427,83,1,inbound,111,A,2308.,,111,24120,28500,SN16,SN16,,0111100,111,0,0,357850427
20,57,2,0,357850427,83,1,inbound,111,A,0.0,,3274,24120,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,220.3,,2114,24660,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,332.6,,2113,25020,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,256.1,,2043,25800,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,220.5,,1794,26220,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,166.0,,6647,26760,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,270.1,,2140,27060,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,90.0,,3998,27540,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,488.0,,4003,27960,,,,,,,,,
20,57,2,0,357850427,83,1,inbound,111,A,264.6,,4229,28500,,,,,,,,,
11,57,2,0,357850388,83,0,outbound,111,A,3336.,,111,29220,33780,SN16,SN16,,0111100,111,0,0,357850388
20,57,2,0,357850388,83,0,outbound,111,A,0.0,,4229,29220,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,271.9,,3263,29880,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,999.8,,2136,30300,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,247.5,,2139,30780,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,185.3,,2101,31020,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,196.8,,1793,31620,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,359.7,,2096,32040,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,300.8,,2112,32760,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,168.5,,2111,33060,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,182.4,,655,33240,,,,,,,,,
20,57,2,0,357850388,83,0,outbound,111,A,423.8,,6775,33780,,,,,,,,,
11,57,2,1,900484708,83,,,,,0.0,,,33780,33780,SN16,SN16,,0111100,,0,0,900484708
11,57,2,0,357850420,83,1,inbound,111,B,2271.,,111,34740,39180,SN16,SN16,,0111100,111,0,0,357850420
20,57,2,0,357850420,83,1,inbound,111,B,0.0,,3274,34740,,,,,,,,,
20,57,2,0,357850420,83,1,inbound,111,B,220.3,,2114,35220,,,,,,,,,
20,57,2,0,357850420,83,1,inbound,111,B,332.6,,2113,35580,,,,,,,,,
20,57,2,0,357850420,83,1,inbound,111,B,256.1,,2043,36360,,,,,,,,,
20,57,2,0,357850420,83,1,inbound,111,B,220.5,,1794,36780,,,,,,,,,
20,57,2,0,357850420,83,1,inbound,111,B,166.0,,6647,37320,,,,,,,,,
