record type,booking id,service type,block number,route,logon block id,start time,end time,start place,end place,garage,block name,preferred bus series 1
10,57,2,64,109,64,14220,92280,SN19,SN19,SN19,64,Bus
10,57,2,65,109,65,16200,70680,SN19,SN19,SN19,65,Bus
10,57,2,66,109,66,16020,82200,SN19,SN19,SN19,66,Bus
10,57,2,67,109,67,19380,98220,SN19,SN19,SN19,67,Bus
10,57,2,68,109,68,22080,73560,SN19,SN19,SN19,68,Bus
10,57,2,69,109,69,42660,65100,SN19,SN19,SN19,69,Bus
10,57,2,70,110,70,4380,67740,SN16,SN16,SN16,70,Bus
10,57,2,71,110,71,7980,85320,SN16,SN16,SN16,71,Bus
10,57,2,72,110,72,13860,67920,SN16,SN16,SN16,72,Bus
10,57,2,73,110,73,16620,86820,SN16,SN16,SN16,73,Bus
10,57,2,74,110,74,17640,96240,SN16,SN16,SN16,74,Bus
10,57,2,75,110,75,19800,90360,SN16,SN16,SN16,75,Bus
10,57,2,76,110,76,20280,65460,SN16,SN16,SN16,76,Bus
10,57,2,77,110,77,21960,98460,SN16,SN16,SN16,77,Bus
10,57,2,78,110,78,24120,70140,SN16,SN16,SN16,78,Bus
10,57,2,79,110,79,40800,83700,SN16,SN16,SN16,79,Bus
10,57,2,80,110,80,15660,70980,SN16,SN16,SN16,80,Bus
10,57,2,81,111,81,15120,72540,SN16,SN16,SN16,81,Bus
10,57,2,82,111,82,16620,89880,SN16,SN16,SN16,82,Bus
10,57,2,83,111,83,13680,70860,SN16,SN16,SN16,83,Bus
10,57,2,84,111,84,19380,93300,SN16,SN16,SN16,84,Bus
10,57,2,85,111,85,21900,29100,SN16,SN16,SN16,85,Bus
10,57,2,86,111,86,25560,32520,SN16,SN16,SN16,86,Bus
10,57,2,87,111,87,37740,69300,SN16,SN16,SN16,87,Bus
10,57,2,88,113,88,8220,68880,SN16,SN16,SN16,88,Bus
10,57,2,89,113,89,10020,70800,SN16,SN16,SN16,89,Bus
10,57,2,90,113,90,11820,86880,SN16,SN16,SN16,90,Bus
10,57,2,91,113,91,13620,90300,SN16,SN16,SN16,91,Bus
10,57,2,92,113,92,15120,67440,SN16,SN16,SN16,92,Bus
10,57,2,93,113,93,15420,92820,SN16,SN16,SN16,93,Bus
10,57,2,94,113,94,18420,70740,SN16,SN16,SN16,94,Bus
10,57,2,95,113,95,23400,99960,SN16,SN16,SN16,95,Bus
10,57,2,96,113,96,26460,83280,SN16,SN16,SN16,96,Bus
10,57,2,97,115,97,9120,82500,SN16,SN16,SN16,97,Bus
10,57,2,98,115,98,12300,88140,SN16,SN16,SN16,98,Bus
10,57,2,99,115,99,14700,70620,SN16,SN16,SN16,99,Bus
10,57,2,100,115,100,14460,84720,SN16,SN16,SN16,100,Bus
10,57,2,101,115,101,17700,79740,SN16,SN16,SN16,101,Bus
10,57,2,102,115,102,18540,71280,SN16,SN16,SN16,102,Bus
10,57,2,103,115,103,19620,96540,SN16,SN16,SN16,103,Bus
10,57,2,104,115,104,21180,69120,SN16,SN16,SN16,104,Bus
10,57,2,105,115,105,21900,68400,SN16,SN16,SN16,105,Bus
10,57,2,106,115,106,37140,83040,SN16,SN16,SN16,106,Bus
10,57,2,107,117,107,14460,87840,SN19,SN19,SN19,107,Bus
10,57,2,108,117,108,15180,69000,SN19,SN19,SN19,108,Bus
10,57,2,109,117,109,18120,95640,SN19,SN19,SN19,109,Bus
10,57,2,110,117,110,21660,70680,SN19,SN19,SN19,110,Bus
10,57,2,111,117,111,23460,67020,SN19,SN19,SN19,111,Bus
10,57,2,112,117,112,71160,92820,SN19,SN19,SN19,112,Bus
10,57,2,113,119,113,14460,72360,SN19,SN19,SN19,113,Bus
10,57,2,114,119,114,16260,73680,SN19,SN19,SN19,114,Bus
10,57,2,115,119,115,16140,70380,SN19,SN19,SN19,115,Bus
10,57,2,116,119,116,18060,75660,SN19,SN19,SN19,116,Bus
10,57,2,117,119,117,21180,70560,SN19,SN19,SN19,117,Bus
10,57,2,118,119,118,26400,69060,SN19,SN19,SN19,118,Bus
10,57,2,119,119,119,76500,85860,SN19,SN19,SN19,119,Bus
10,57,2,120,120,120,13440,73980,SN16,SN16,SN16,120,Bus
10,57,2,121,120,121,14940,93120,SN16,SN16,SN16,121,Bus
10,57,2,122,120,122,18180,72360,SN16,SN16,SN16,122,Bus
10,57,2,123,121,123,14640,70560,SN16,SN16,SN16,123,Bus
10,57,2,124,121,124,14400,94020,SN16,SN16,SN16,124,Bus
10,57,2,125,121,125,18720,94020,SN16,SN16,SN16,125,Bus
10,57,2,126,121,126,19320,70020,SN16,SN16,SN16,126,Bus
10,57,2,127,121,127,20400,70020,SN16,SN16,SN16,127,Bus
10,57,2,128,121,128,22740,73620,SN16,SN16,SN16,128,Bus
10,57,2,129,122,129,15600,72120,SN19,SN19,SN19,129,Bus
10,57,2,130,201,130,2640,82680,SN19,SN19,SN19,130,Bus
10,57,2,131,201,131,5280,91500,SN19,SN19,SN19,131,Bus
10,57,2,132,201,132,6240,91140,SN19,SN19,SN19,132,Bus
10,57,2,133,201,133,8880,82260,SN19,SN19,SN19,133,Bus
10,57,2,134,201,134,9840,91140,SN19,SN19,SN19,134,Bus
10,57,2,135,201,135,18180,90360,SN19,SN19,SN19,135,Bus
10,57,2,136,201,136,16980,84660,SN19,SN19,SN19,136,Bus
10,57,2,137,201,137,19740,71280,SN19,SN19,SN19,137,Bus
10,57,2,138,201,138,18840,70260,SN19,SN19,SN19,138,Bus
10,57,2,139,201,139,21540,84420,SN19,SN19,SN19,139,Bus
10,57,2,140,201,140,18840,94740,SN19,SN19,SN19,140,Bus
10,57,2,141,201,141,20340,72780,SN19,SN19,SN19,141,Bus
10,57,2,142,201,142,22260,95760,SN19,SN19,SN19,142,Bus
10,57,2,143,201,143,41940,71160,SN19,SN19,SN19,143,Bus
10,57,2,144,201,144,13440,84840,SN19,SN19,SN19,144,Bus
10,57,2,145,201,145,82740,92160,SN19,SN19,SN19,145,Bus
10,57,2,146,202,146,4200,69780,SN19,SN19,SN19,146,Bus
10,57,2,147,202,147,6000,91920,SN19,SN19,SN19,147,Bus
10,57,2,148,202,148,7800,67980,SN19,SN19,SN19,148,Bus
10,57,2,149,202,149,9600,95160,SN19,SN19,SN19,149,Bus
10,57,2,150,202,150,16260,98520,SN19,SN19,SN19,150,Bus
10,57,2,151,202,151,17100,84360,SN19,SN19,SN19,151,Bus
10,57,2,152,202,152,19560,93360,SN19,SN19,SN19,152,Bus
10,57,2,153,202,153,18780,71460,SN19,SN19,SN19,153,Bus
10,57,2,154,202,154,20580,88920,SN19,SN19,SN19,154,Bus
10,57,2,155,202,155,22020,96420,SN19,SN19,SN19,155,Bus
10,57,2,156,202,156,23160,65460,SN19,SN19,SN19,156,Bus
10,57,2,157,202,157,36060,67200,SN19,SN19,SN19,157,Bus
10,57,2,158,202,158,50760,86460,SN19,SN19,SN19,158,Bus
10,57,2,159,202,159,19680,96840,SN19,SN19,SN19,159,Bus
10,57,2,160,203,160,12720,70680,SN16,SN16,SN16,160,Bus
10,57,2,161,203,161,13260,95400,SN16,SN16,SN16,161,Bus
10,57,2,162,203,162,14100,92760,SN16,SN16,SN16,162,Bus
10,57,2,163,203,163,14820,74040,SN16,SN16,SN16,163,Bus
10,57,2,164,203,164,15540,68700,SN16,SN16,SN16,164,Bus
10,57,2,165,203,165,16140,94080,SN16,SN16,SN16,165,Bus
10,57,2,166,203,166,17520,83880,SN16,SN16,SN16,166,Bus
10,57,2,167,203,167,17400,91080,SN16,SN16,SN16,167,Bus
10,57,2,168,203,168,18420,90720,SN16,SN16,SN16,168,Bus
10,57,2,169,203,169,19560,72840,SN16,SN16,SN16,169,Bus
10,57,2,170,203,170,20640,87240,SN16,SN16,SN16,170,Bus
10,57,2,171,203,171,21240,67980,SN16,SN16,SN16,171,Bus
10,57,2,172,203,172,22440,89700,SN16,SN16,SN16,172,Bus
10,57,2,173,203,173,39180,70740,SN16,SN16,SN16,173,Bus
10,57,2,174,203,174,48180,65520,SN16,SN16,SN16,174,Bus
10,57,2,175,206,175,5100,84480,SN16,SN16,SN16,175,Bus
10,57,2,176,206,176,8580,91620,SN16,SN16,SN16,176,Bus
10,57,2,177,206,177,12180,80100,SN16,SN16,SN16,177,Bus
10,57,2,178,206,178,14160,82500,SN16,SN16,SN16,178,Bus
10,57,2,179,206,179,15720,85920,SN16,SN16,SN16,179,Bus
10,57,2,180,206,180,15780,90060,SN16,SN16,SN16,180,Bus
10,57,2,181,206,181,16980,89340,SN16,SN16,SN16,181,Bus
10,57,2,182,206,182,17820,96360,SN16,SN16,SN16,182,Bus
10,57,2,183,206,183,19560,83640,SN16,SN16,SN16,183,Bus
10,57,2,184,206,184,20160,93420,SN16,SN16,SN16,184,Bus
10,57,2,185,206,185,21120,68700,SN16,SN16,SN16,185,Bus
10,57,2,186,206,186,22200,70740,SN16,SN16,SN16,186,Bus
10,57,2,187,206,187,22320,69900,SN16,SN16,SN16,187,Bus
10,57,2,188,206,188,23400,66540,SN16,SN16,SN16,188,Bus
10,57,2,189,206,189,23520,67320,SN16,SN16,SN16,189,Bus
10,57,2,190,206,190,24600,67620,SN16,SN16,SN16,190,Bus
10,57,2,191,206,191,24780,68340,SN16,SN16,SN16,191,Bus
10,57,2,192,206,192,25980,69540,SN16,SN16,SN16,192,Bus
10,57,2,193,206,193,28200,66180,SN16,SN16,SN16,193,Bus
10,57,2,194,206,194,38940,99660,SN16,SN16,SN16,194,Bus
10,57,2,195,206,195,18660,93360,SN16,SN16,SN16,195,Bus
10,57,2,196,207,196,19860,69840,SN16,SN16,SN16,196,Bus
10,57,2,197,207,197,19440,73320,SN16,SN16,SN16,197,Bus
10,57,2,198,208,198,15840,66540,SN16,SN16,SN16,198,Bus
10,57,2,199,208,199,15840,90480,SN16,SN16,SN16,199,Bus
10,57,2,200,208,200,17760,70500,SN16,SN16,SN16,200,Bus
10,57,2,201,208,201,18600,65400,SN16,SN16,SN16,201,Bus
10,57,2,202,208,202,21300,72960,SN16,SN16,SN16,202,Bus
10,57,2,203,208,203,21720,96120,SN16,SN16,SN16,203,Bus
10,57,2,204,208,204,43020,93780,SN16,SN16,SN16,204,Bus
10,57,2,205,209,205,18540,75900,SN16,SN16,SN16,205,Bus
10,57,2,206,209,206,18060,75480,SN16,SN16,SN16,206,Bus
10,57,2,207,209,207,20640,74580,SN16,SN16,SN16,207,Bus
10,57,2,208,210,208,6240,62700,SN16,SN16,SN16,208,Bus
10,57,2,209,210,209,6600,67440,SN16,SN16,SN16,209,Bus
10,57,2,210,210,210,12720,92580,SN16,SN16,SN16,210,Bus
10,57,2,211,210,211,16440,70380,SN16,SN16,SN16,211,Bus
10,57,2,212,210,212,15840,69480,SN16,SN16,SN16,212,Bus
10,57,2,213,210,213,17040,86820,SN16,SN16,SN16,213,Bus
10,57,2,214,210,214,20400,94020,SN16,SN16,SN16,214,Bus
10,57,2,215,210,215,22320,83220,SN16,SN16,SN16,215,Bus
10,57,2,216,210,216,23640,67020,SN16,SN16,SN16,216,Bus
10,57,2,217,210,217,48300,96960,SN16,SN16,SN16,217,Bus
10,57,2,218,212,218,15180,71940,SN19,SN19,SN19,218,Bus
10,57,2,219,212,219,15900,74100,SN19,SN19,SN19,219,Bus
10,57,2,220,212,220,15360,94260,SN19,SN19,SN19,220,Bus
10,57,2,221,212,221,16920,84360,SN19,SN19,SN19,221,Bus
10,57,2,222,212,222,18540,92640,SN19,SN19,SN19,222,Bus
10,57,2,223,212,223,14220,70860,SN19,SN19,SN19,223,Bus
10,57,2,224,214,224,22260,89700,SN16,SN16,SN16,224,Bus
10,57,2,225,215,225,14400,93180,SN16,SN16,SN16,225,Bus
10,57,2,226,215,226,14940,65340,SN16,SN16,SN16,226,Bus
10,57,2,227,215,227,21660,93300,SN16,SN16,SN16,227,Bus
10,57,2,228,215,228,22500,79980,SN16,SN16,SN16,228,Bus
10,57,2,229,215,229,78420,91500,SN16,SN16,SN16,229,Bus
10,57,2,230,217,230,13800,82500,SN19,SN19,SN19,230,Bus
10,57,2,231,217,231,16620,88500,SN19,SN19,SN19,231,Bus
10,57,2,232,217,232,16020,94620,SN19,SN19,SN19,232,Bus
10,57,2,233,217,233,17940,68820,SN19,SN19,SN19,233,Bus
10,57,2,234,217,234,21300,72060,SN19,SN19,SN19,234,Bus
10,57,2,235,217,235,74880,91320,SN19,SN19,SN19,235,Bus
10,57,2,236,218,236,14100,92940,SN16,SN16,SN16,236,Bus
10,57,2,237,218,237,14760,76500,SN16,SN16,SN16,237,Bus
10,57,2,238,218,238,16800,93180,SN16,SN16,SN16,238,Bus
10,57,2,239,218,239,19260,86640,SN16,SN16,SN16,239,Bus
10,57,2,240,218,240,19920,70140,SN16,SN16,SN16,240,Bus
10,57,2,241,219,241,15180,81240,SN16,SN16,SN16,241,Bus
10,57,2,242,219,242,16320,71880,SN16,SN16,SN16,242,Bus
10,57,2,243,219,243,18060,92220,SN16,SN16,SN16,243,Bus
10,57,2,244,219,244,21420,72120,SN16,SN16,SN16,244,Bus
10,57,2,245,220,245,15660,87240,SN16,SN16,SN16,245,Bus
10,57,2,246,220,246,16200,91500,SN16,SN16,SN16,246,Bus
10,57,2,247,220,247,14940,91140,SN16,SN16,SN16,247,Bus
10,57,2,248,220,248,19500,88380,SN16,SN16,SN16,248,Bus
10,57,2,249,221,249,15060,88680,SN19,SN19,SN19,249,Bus
10,57,2,250,221,250,15300,90060,SN19,SN19,SN19,250,Bus
10,57,2,251,221,251,15060,87720,SN19,SN19,SN19,251,Bus
10,57,2,252,221,252,17220,81720,SN19,SN19,SN19,252,Bus
10,57,2,253,221,253,18120,93600,SN19,SN19,SN19,253,Bus
10,57,2,254,301,254,8940,88860,SN19,SN19,SN19,254,Bus
10,57,2,255,301,255,10140,80460,SN19,SN19,SN19,255,Bus
10,57,2,256,301,256,9720,28680,SN19,SN19,SN19,256,Bus
10,57,2,257,301,257,11340,90600,SN19,SN19,SN19,257,Bus
10,57,2,258,301,258,10920,31440,SN19,SN19,SN19,258,Bus
10,57,2,259,301,259,12540,88560,SN19,SN19,SN19,259,Bus
10,57,2,260,301,260,20880,86460,SN19,SN19,SN19,260,Bus
10,57,2,261,301,261,21780,67200,SN19,SN19,SN19,261,Bus
10,57,2,262,301,262,25320,98640,SN19,SN19,SN19,262,Bus
10,57,2,263,301,263,26940,64800,SN19,SN19,SN19,263,Bus
10,57,2,264,301,264,33420,93840,SN19,SN19,SN19,264,Bus
10,57,2,265,301,265,34200,68220,SN19,SN19,SN19,265,Bus
10,57,2,266,301,266,35400,98220,SN19,SN19,SN19,266,Bus
10,57,2,267,301,267,35340,65820,SN19,SN19,SN19,267,Bus
10,57,2,268,301,268,37080,97020,SN19,SN19,SN19,268,Bus
10,57,2,269,301,269,37740,90060,SN19,SN19,SN19,269,Bus
10,57,2,270,301,270,42660,85860,SN19,SN19,SN19,270,Bus
10,57,2,271,301,271,43860,94500,SN19,SN19,SN19,271,Bus
10,57,2,272,301,272,44580,95820,SN19,SN19,SN19,272,Bus
10,57,2,273,301,273,46260,99420,SN19,SN19,SN19,273,Bus
10,57,2,274,301,274,28680,97440,SN19,SN19,SN19,274,Bus
10,57,2,275,301,275,31320,92100,SN19,SN19,SN19,275,Bus
10,57,2,276,401,276,37920,65760,SN19,SN19,SN19,276,Bus
10,57,2,277,401,277,42060,72540,SN19,SN19,SN19,277,Bus
10,57,2,278,503,278,4980,89400,SN19,SN19,SN19,278,Bus
10,57,2,279,503,279,8400,85500,SN19,SN19,SN19,279,Bus
10,57,2,280,503,280,11760,85260,SN19,SN19,SN19,280,Bus
10,57,2,281,503,281,13740,75000,SN19,SN19,SN19,281,Bus
10,57,2,282,503,282,16560,98460,SN19,SN19,SN19,282,Bus
10,57,2,283,503,283,16380,84600,SN19,SN19,SN19,283,Bus
10,57,2,284,503,284,18540,70380,SN19,SN19,SN19,284,Bus
10,57,2,285,503,285,19800,69780,SN19,SN19,SN19,285,Bus
10,57,2,286,503,286,19740,82200,SN19,SN19,SN19,286,Bus
10,57,2,287,503,287,21600,93060,SN19,SN19,SN19,287,Bus
10,57,2,288,503,288,23400,94860,SN19,SN19,SN19,288,Bus
10,57,2,289,503,289,23700,96300,SN19,SN19,SN19,289,Bus
10,57,2,290,503,290,35640,68700,SN19,SN19,SN19,290,Bus
10,57,2,291,504,291,1560,82380,SN19,SN19,SN19,291,Bus
10,57,2,292,504,292,5160,88320,SN19,SN19,SN19,292,Bus
10,57,2,293,504,293,14220,89880,SN19,SN19,SN19,293,Bus
10,57,2,294,504,294,15120,68760,SN19,SN19,SN19,294,Bus
10,57,2,295,504,295,15900,81600,SN19,SN19,SN19,295,Bus
10,57,2,296,504,296,18360,88080,SN19,SN19,SN19,296,Bus
10,57,2,297,504,297,18120,93600,SN19,SN19,SN19,297,Bus
10,57,2,298,504,298,18900,67980,SN19,SN19,SN19,298,Bus
10,57,2,299,504,299,20700,88680,SN19,SN19,SN19,299,Bus
10,57,2,300,504,300,21780,71160,SN19,SN19,SN19,300,Bus
10,57,2,301,504,301,21720,91380,SN19,SN19,SN19,301,Bus
10,57,2,302,504,302,28680,72060,SN19,SN19,SN19,302,Bus
10,57,2,303,504,303,42420,68580,SN19,SN19,SN19,303,Bus
10,57,2,304,901,304,17280,35460,SN16,SN16,SN16,304,Bus
10,57,2,305,901,305,22440,70320,SN16,SN16,SN16,305,Bus
10,57,2,306,901,306,25920,85740,SN16,SN16,SN16,306,Bus
10,57,2,307,901,307,48720,84780,SN16,SN16,SN16,307,Bus
10,57,2,308,901,308,55620,63660,SN16,SN16,SN16,308,Bus
10,57,2,309,901,309,59220,67140,SN16,SN16,SN16,309,Bus
10,57,2,310,904,310,14880,83340,SN16,SN16,SN16,310,Bus
10,57,2,311,904,311,21540,85980,SN16,SN16,SN16,311,Bus
