place name,place description,longitude,latitude
SN5850,SB Rampart after Lake Mead,-115.283075,36.199368
SN5854,SB College after Horizon,-114.963435,36.012025
SN5857,NB Rampart after Charleston,-115.29126,36.160033
SN5858,EB Elkhorn after Aliante,-115.182988,36.293101
SN5859,SB Simmons after Ann,-115.180168,36.260664
SN5862,NB Simmons after Ann,-115.179821,36.262233
SN5863,NB Valley View before U.S. 95,-115.192499,36.173143
SN5864,SB Valley View before Meadows,-115.192804,36.173176
SN5866,WB Meadows after Valley View,-115.193773,36.17022
SN5867,WB Silverado Ranch after Maryland,-115.137909,36.013401
SN5880,South Point Hotel On Property Stop,-115.173997,36.010798
SN5885,EB Alta after Rampart,-115.287229,36.166219
SN5934,SB Fort Apache after Sahara,-115.29779,36.143493
SN5943,NB Town Center before Twain,-115.325159,36.123108
SN5952,SB Aliante after Nature Park,-115.177884,36.287387
SN5970,NB Decatur after Sunset,-115.207689,36.072479
SN5999,SB John Herbert before Centennial,-115.260796,36.279432
SN6006,EB Deer Springs after Durango,-115.287148,36.284431
SN6028,South Strip Transit Terminal Bay 3,-115.164922,36.068293
SN6029,South Strip Transit Terminal Bay 4,-115.165272,36.068284
SN6031,South Strip Transit Terminal Bay 6,-115.165774,36.068277
SN6038,South Strip Transit Terminal Bay 13,-115.16549,36.068559
SN6039,South Strip Transit Terminal Bay 14,-115.165259,36.068555
SN6040,South Strip Transit Terminal Bay 15,-115.16502,36.068607
SN6042,South Strip Transit Terminal Bay 17,-115.164421,36.068563
SN6043,South Strip Transit Terminal Bay 18,-115.164122,36.068565
SN6064,SB Cabana after Vegas Valley,-115.056488,36.136565
SN6083,NB Rainbow after Warm Springs,-115.242784,36.056437
SN6087,NB Valley View after Russell,-115.189725,36.086869
SN6127,SB Rainbow before Badura,-115.242719,36.061656
SN6137,EB Lake Mead after Simmons,-115.177741,36.197324
SN6142,NB 4th after Carson,-115.142287,36.16879
SN6144,Westcliff Transit Center,-115.278487,36.17317
SN6145,SB Durango after Westcliff,-115.278138,36.173179
SN6148,NB Durango after Charleston,-115.280189,36.159545
SN6156,SB Casino Center before Garces,-115.148608,36.16402
SN6157,WB Garces after Casino Center,-115.149026,36.163949
SN6158,SB Casino Center after Bonneville,-115.148364,36.164385
SN6159,EB Bonneville after 1st,-115.148644,36.165109
SN6201,EB Carson after 4th,-115.142251,36.168351
SN6206,SDX Nb Gr Centr at LV Prm Outlts-No,-115.156599,36.163586
SN6214,Bonneville Transit Center Bay 2,-115.14883,36.164639
SN6215,Bonneville Transit Center Bay 3,-115.148981,36.164402
SN6216,Bonneville Transit Center Bay 4,-115.149123,36.164204
SN6218,Bonneville Transit Center Bay 6,-115.148755,36.164404
SN6220,Bonneville Transit Center Bay 8,-115.148503,36.164811
SN6221,Bonneville Transit Center Bay 9,-115.148489,36.164679
SN6222,Bonneville Transit Center Bay 10,-115.148589,36.164531
SN6224,Bonneville Transit Center Bay 12,-115.148861,36.164124
SN6226,Bonneville Transit Center Bay 14,-115.148513,36.164295
SN6228,Bonneville Transit Center Bay 16,-115.148218,36.16473
SN6238,NB Las Vegas after Warm Springs,-115.17218,36.057747
SN6240,EB Reno after Las Vegas,-115.171886,36.097254
SN6241,SB Fremont before Charleston,-115.11724,36.159067
SN6242,SB Boulder after Sahara,-115.101331,36.145303
SN6243,SB Boulder after Desert Inn,-115.082982,36.129023
SN6245,SB Boulder before Tropicana,-115.052293,36.101742
SN6246,SB Boulder after Sunset,-115.011283,36.065282
SN6250,EB Paradise Hills after Compassion,-114.938967,35.98362
SN6252,NB Boulder after Sunset,-115.01175,36.066316
SN6253,SB Boulder before Lake Mead,-114.983017,36.04015
SN6262,SB Water after Atlantic,-114.982646,36.032232
SN6282,EB Stewart after 4th,-115.139844,36.171786
SN6297,WB Warm Springs before Las Vegas,-115.170586,36.057032
SN6327,NB Dean Martin before Blue Diamond,-115.187917,36.040575
SN6347,WB Clark after 4th,-115.145109,36.165236
SN6348,NB Eastern after Serene,-115.11833,36.021548
SN6353,NB Losee after Craig,-115.116622,36.240744
SN6355,EB Ann after Losee,-115.116227,36.263042
SN6358,NLV VA Medical Ctr On Property Stop,-115.093497,36.28587
SN6361,SB Losee after Ann,-115.117254,36.26171
SN6370,WB Silverado Ranch after LV Blvd,-115.173084,36.013833
SN6377,NB Eastern after Horizon Ridge,-115.10535,35.999924
SN6380,UNLV Transit Center,-115.138594,36.10403
SN6386,NB Stephanie after American Pacific,-115.046497,36.042365
SN6390,WB Conestoga before Nevada State,-114.934043,35.993667
SN6397,EB Bonneville after 4th,-115.145248,36.163692
SN6398,SB Valley View after Sahara,-115.190946,36.143904
SN6417,NB Fort Apache after Sunset,-115.297602,36.070876
SN6421,NB Fort Apache after Tropicana,-115.297086,36.100982
SN6425,NB Fort Apache after Flamingo,-115.296864,36.115412
SN6429,NB Fort Apache after Desert Inn,-115.296937,36.130502
SN6437,NB Buffalo after Lake Mead,-115.26022,36.196821
SN6448,SB Buffalo after Lake Mead,-115.260497,36.195493
SN6451,SB Fort Apache after Desert Inn,-115.297195,36.129445
SN6456,SB Fort Apache after Tropicana,-115.297466,36.099241
SN6471,EB Warm Springs after Durango,-115.278415,36.055382
SN6479,NB Pavilion Ctr at Summerlin Centre,-115.330926,36.153043
SN6480,NB Pavilion Ctr after Summerlin Ctr,-115.330929,36.153793
SN6481,EB Cheyenne after Rampart,-115.278229,36.218501
SN6501,NB Rancho after Sahara,-115.173019,36.146461
SN6521,SB Main after Ogden,-115.146325,36.171951
SN6524,NB Simmons after Cheyenne,-115.179328,36.218052
SN6530,NB Main after Bridger,-115.147574,36.16963
SN6534,NB Durango after Warm Springs,-115.279012,36.056323
SN6535,NB Durango after Sunset,-115.279268,36.071285
SN6536,SB Durango after Sunset,-115.279579,36.069895
SN6537,SB Durango after Tropicana,-115.27941,36.099574
SN6538,NB Durango after Sahara,-115.278929,36.145159
SN6539,SB Durango after Sahara,-115.279116,36.143489
SN6540,SB Durango after Charleston,-115.280356,36.158331
SN6541,NB Buffalo before Cheyenne,-115.26029,36.217417
SN6542,NB Durango after Cheyenne,-115.27867,36.219599
SN6543,EB Sunset after Decatur,-115.207096,36.071612
SN6544,SB Fort Apache after Sunset,-115.29796,36.068936
SN6545,EB Sunset after Fort Apache,-115.297081,36.07006
SN6547,WB Vegas after Durango,-115.279513,36.188734
SN6548,EB Vegas after Mize,-115.277535,36.188572
SN6549,WB Alta before Rampart,-115.287146,36.1665
SN6551,RTC Mobility Training Ctr at SMF,-115.210341,36.070344
SN6552,SSTT Exit,-115.16557,36.06841
SN6635,EB Lake Mead after Rampart,-115.281372,36.198999
SN6640,McCarran Airprt T3 On Property Stop,-115.136464,36.086905
SN6646,SB Buffalo before Cheyenne,-115.260603,36.218997
SN6647,SB Pecos before Flamingo,-115.101045,36.116032
SN6650,NB Rainbow after Windmill,-115.243199,36.041849
SN6651,SB Paradise after Warm Springs,-115.141027,36.056884
SN6652,SB Maryland after Wigwam,-115.136333,36.034785
SN6653,EB Horizon Ridge after Eastern,-115.103377,36.000115
SN6654,SB Green Valley after Paseo Verde,-115.083518,36.01998
SN6657,NB Maryland after Silverado Ranch,-115.136555,36.013705
SN6658,NB Maryland after Wigwam,-115.135998,36.035846
SN6659,NB Paradise before Warm Springs,-115.14074,36.056422
SN6661,EB Galleria before Boulder,-115.018367,36.070887
SN6671,SB Jones after Robindale,-115.225493,36.048733
SN6683,EB Russell after Fort Apache,-115.296867,36.084995
SN6688,OCallaghan Fed Hosp at Range Rd,-115.044202,36.246928
SN6689,EB Tropicana before Fort Apache,-115.299776,36.099902
SN6690,WB Russell after Fort Apache,-115.298264,36.085273
SN6692,WB Galleria after Boulder,-115.018672,36.071137
SN6694,NB Maryland after St Rose,-115.137117,35.992048
SN6747,EB Patrick after Pioneer,-115.255316,36.077554
SN6775,NB Pecos before Craig,-115.097131,36.23931
SN6776,NB 5th after Rome,-115.134784,36.280362
SN6777,WB Centennial after Commerce,-115.144982,36.276644
SN6778,WB Carson before Las Vegas,-115.141041,36.168016
SN6808,EB Bonneville before Casino Center,-115.14823,36.164963
SN6809,EB Russell after Whitney Ranch,-115.052901,36.082052
SN6824,EB Warm Springs after Woodside,-114.966229,36.050082
SN6840,WB Lake Mead after Boulder,-114.982859,36.039211
SN6861,SB Valley View after Tropicana,-115.189981,36.100476
SN6865,NB Valley View after Tropicana,-115.189721,36.101452
SN6867,NB Grnd Central at LV Prem Outl-Nor,-115.156495,36.163697
SN6868,SB Decatur after Sunset,-115.208057,36.070945
SN6876,SB Rainbow be before Windmill,-115.243567,36.042227
SN6881,SB Jones after Tropicana,-115.225196,36.099175
SN6886,SB Jones after Sunset,-115.224557,36.069849
SN6896,NB Jones after Windmill,-115.225426,36.043165
SN6900,NB Jones after Sunset,-115.224153,36.07156
SN6907,NB Decatur after Elkhorn,-115.206465,36.291985
SN6919,WB St Rose after Maryland,-115.137303,35.991005
SN6921,SB Raiders after St Rose,-115.148325,35.981416
SN6926,SB Chaparral before Volunteer,-115.148108,35.960432
SN6930,EB Barbara after las Vegas Blvd,-115.172092,35.977221
SN6932,SB Gilespie after Barbara,-115.163779,35.976887
SN6937,NB Las Vegas after Volunteer,-115.172615,35.963467
SN6938,EB Ann after Rainbow,-115.241214,36.262903
SN6945,EB Ann after Decatur,-115.206486,36.261435
SN6961,SB Lamb before Nexus,-115.080135,36.262322
SN6966,NB Sloan before Tropical,-115.04311,36.266411
SN6970,WB Centennial after Hollywood,-115.026181,36.276479
SN6975,SB Sloan after Tropical,-115.043415,36.268255
SN6981,NB Lamb after Nexus,-115.079654,36.262558
SN6990,WB Ann after Losee,-115.118118,36.262482
SN6996,WB Ann after Simmons,-115.180779,36.261767
SN7006,NB Rainbow after Blue Diamond,-115.243317,36.024207
SN7011,SB Ft Apache before Huntington Cove,-115.297294,36.037275
SN7020,NB Ft Apache after Sherwood Greens,-115.296879,36.03749
SN7022,SB Durango after Warm Springs,-115.279324,36.055071
SN7029,NB Durango after Blue Diamond,-115.278942,36.021064
SN7031,SB Durango after Agate,-115.27924,36.021808
SN7045,WB Cactus after Decatur,-115.20837,35.998809
SN7051,WB Cactus after Rainbow,-115.24446,35.998772
SN7059,NB Buffalo after Gomer,-115.261478,36.012982
SN7063,SB Durango after Blue Diamond,-115.279497,36.018962
SN7074,NB Durango before Blue Diamond,-115.279079,36.019664
SN7078,SB Buffalo after Gomer,-115.262096,36.011651
SN7085,EB Cactus after Rainbow,-115.242681,35.998488
SN7089,EB Cactus after Southern Highlands,-115.206715,35.998515
SN7103,NB Decatur after Blue Diamond,-115.207653,36.034235
SN7111,EB Tropical after Centennial Center,-115.263862,36.271883
SN7115,NB Grand Montecito after Ace,-115.284142,36.294243
SN7119,NB Fort Apache after Farm,-115.296701,36.299832
SN7125,WB Skye Canyn Prk after Grand Canyn,-115.306896,36.314237
SN7134,EB Farm after Fort Apache,-115.296217,36.299069
SN7137,WB Deer Springs after Durango,-115.288651,36.284665
SN7143,NB Hualapai after Deer Springs,-115.314734,36.285803
SN7155,EB Deer Springs after Hualapai,-115.313791,36.284594
SN7164,EB Cactus after Maryland,-115.135153,35.998927
SN7169,WB Cactus after Maryland,-115.137766,35.999255
SN7183,EB Horizon Ridge before Stephanie,-115.04811,36.021337
SN7195,EB Horizon Ridge before Horizon,-114.993092,36.01221
SN7197,WB Horizon Ridge after Horizon,-114.992434,36.011464
SN7203,WB Horizon Ridge after Stephanie,-115.047857,36.021717
SN7214,WB Paseo Verde after Green Valley,-115.084813,36.020308
SN7218,EB Skye Canyn Prk after Grand Canyn,-115.305179,36.313895
SN7238,NB Losee after Ann,-115.116842,36.263883
SN7247,EB Starr before St Rose,-115.150789,35.983583
SN7262,Water @ Army (N),-114.982868,36.032674
SN20015,BTC Stop 1,-115.148675,36.164459
SN20016,BTC Stop 2,-115.148675,36.164459
IBMF,Simmons,-115.183407534029,36.2079838186147
SMF,Sunset,-115.212370709344,36.0697631533766
