record type,booking id,service type,type,trip id,block number,direction num,direction name,route id,route variant,distance,comment id,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23
20,1,0,0,357860884,108,1,INBOUND,122,A,522.5,,6937,74220,,,,,,,,,
11,1,0,0,357860906,108,0,OUTBOUND,122,A,2413.,,122,74340,76440,SN19,SN19,,0000001,122,0,0,357860906
20,1,0,0,357860906,108,0,OUTBOUND,122,A,0.0,,6937,74340,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,285.4,,6932,74580,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,617.9,,7247,74820,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,366.5,,6694,75060,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,233.5,,6657,75360,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,253.7,,6658,75600,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,287.5,,6659,75900,,,,,,,,,
20,1,0,0,357860906,108,0,OUTBOUND,122,A,369.1,,6552,76440,,,,,,,,,
11,1,0,1,1500693562,108,,,,,0.0,,,76440,76440,SN19,SN19,,0000001,,0,0,1500693562
11,1,0,0,357848031,108,0,OUTBOUND,104,-,2109.,,104,77280,80760,SN19,SN19,,0000001,104,0,0,357848031
20,1,0,0,357848031,108,0,OUTBOUND,104,-,0.0,,6038,77280,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,194.4,,6087,78060,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,262.0,,6865,78300,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,264.7,,2944,78780,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,136.0,,2937,79080,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,245.9,,2919,79320,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,199.9,,5863,79500,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,315.6,,3106,79980,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,152.8,,2758,80280,,,,,,,,,
20,1,0,0,357848031,108,0,OUTBOUND,104,-,338.4,,2733,80760,,,,,,,,,
11,1,0,0,357848064,108,1,INBOUND,104,B,2389.,,104,81600,84660,SN19,SN19,,0000001,104,0,0,357848064
20,1,0,0,357848064,108,1,INBOUND,104,B,0.0,,2733,81600,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,241.7,,2759,82200,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,259.0,,3105,82500,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,333.7,,5864,82920,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,256.6,,2920,83100,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,255.0,,6398,83340,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,330.8,,2945,83640,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,257.3,,6861,84000,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,252.0,,4188,84180,,,,,,,,,
20,1,0,0,357848064,108,1,INBOUND,104,B,202.9,,6552,84660,,,,,,,,,
11,1,0,1,1282164578,108,,,,,0.0,,,84660,84660,SN19,SN19,,0000001,,0,0,1282164578
11,1,0,0,357851869,108,1,INBOUND,117,A,1289.,,117,85680,87360,SN19,SN19,,0000001,117,0,0,357851869
20,1,0,0,357851869,108,1,INBOUND,117,A,0.0,,6040,85680,,,,,,,,,
20,1,0,0,357851869,108,1,INBOUND,117,A,257.7,,6297,85980,,,,,,,,,
20,1,0,0,357851869,108,1,INBOUND,117,A,155.6,,1410,86280,,,,,,,,,
20,1,0,0,357851869,108,1,INBOUND,117,A,242.1,,5607,86640,,,,,,,,,
20,1,0,0,357851869,108,1,INBOUND,117,A,312.8,,5422,86940,,,,,,,,,
20,1,0,0,357851869,108,1,INBOUND,117,A,321.4,,3262,87360,,,,,,,,,
11,1,0,0,357851828,108,0,OUTBOUND,117,-,1246.,,117,87480,89100,SN19,SN19,,0000001,117,0,0,357851828
20,1,0,0,357851828,108,0,OUTBOUND,117,-,0.0,,3262,87480,,,,,,,,,
20,1,0,0,357851828,108,0,OUTBOUND,117,-,286.7,,5867,87720,,,,,,,,,
20,1,0,0,357851828,108,0,OUTBOUND,117,-,250.7,,5880,88200,,,,,,,,,
20,1,0,0,357851828,108,0,OUTBOUND,117,-,243.7,,1409,88560,,,,,,,,,
20,1,0,0,357851828,108,0,OUTBOUND,117,-,250.9,,6238,88800,,,,,,,,,
20,1,0,0,357851828,108,0,OUTBOUND,117,-,214.3,,6552,89100,,,,,,,,,
11,1,0,1,58391042,108,,,,,0.0,,,89100,89100,SN19,SN19,,0000001,,0,0,58391042
11,1,0,0,357860889,108,1,INBOUND,122,-,3250.,,122,89580,91680,SN19,SN19,,0000001,122,0,0,357860889
20,1,0,0,357860889,108,1,INBOUND,122,-,0.0,,6042,89580,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,497.0,,6651,90120,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,248.6,,6652,90360,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,254.3,,5422,90600,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,295.8,,6919,90840,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,727.0,,6921,91020,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,383.1,,6926,91260,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,595.4,,6937,91440,,,,,,,,,
20,1,0,0,357860889,108,1,INBOUND,122,-,249.3,,6932,91680,,,,,,,,,
11,1,0,4,968825365,108,,,,,0.0,,,91680,92820,SN19,SN19,,0000001,,0,0,968825365
11,1,0,3,1669011213,135,,,,,0.0,,,12720,13980,SN16,SN16,,0000001,,0,0,1669011213
11,1,0,0,357861067,135,0,OUTBOUND,203,B,3773.,,203,13980,18240,SN16,SN16,,0000001,203,0,0,357861067
20,1,0,0,357861067,135,0,OUTBOUND,203,B,0.0,,4058,13980,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,257.9,,3681,14280,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,249.7,,2579,14580,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,316.7,,2558,14940,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,230.2,,2506,15540,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,265.6,,1776,16080,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,256.7,,775,16380,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,318.6,,765,16740,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,318.5,,1563,17100,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,251.7,,1586,17580,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,337.5,,3508,18060,,,,,,,,,
20,1,0,0,357861067,135,0,OUTBOUND,203,B,969.9,,3274,18240,,,,,,,,,
11,1,0,0,357850504,135,1,INBOUND,111,B,2271.,,111,18780,22380,SN16,SN16,,0000001,111,0,0,357850504
20,1,0,0,357850504,135,1,INBOUND,111,B,0.0,,3274,18780,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,220.3,,2114,19140,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,332.6,,2113,19440,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,256.1,,2043,19980,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,220.5,,1794,20340,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,166.0,,6647,20760,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,270.1,,2140,21000,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,369.3,,2694,21420,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,283.8,,1069,21840,,,,,,,,,
20,1,0,0,357850504,135,1,INBOUND,111,B,152.7,,4229,22380,,,,,,,,,
11,1,0,0,357850466,135,0,OUTBOUND,111,E,3154.,,111,23040,26880,SN16,SN16,,0000001,111,0,0,357850466
20,1,0,0,357850466,135,0,OUTBOUND,111,E,0.0,,4229,23040,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,271.9,,3263,23640,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,999.8,,2136,24000,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,247.5,,2139,24420,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,185.3,,2101,24600,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,196.8,,1793,25140,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,359.7,,2096,25560,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,300.8,,2112,26160,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,168.5,,2111,26460,,,,,,,,,
20,1,0,0,357850466,135,0,OUTBOUND,111,E,423.8,,6775,26880,,,,,,,,,
11,1,0,1,1859245507,135,,,,,0.0,,,26880,27060,SN16,SN16,,0000001,,0,0,1859245507
11,1,0,0,357861133,135,1,INBOUND,203,B,3309.,,203,27780,33600,SN16,SN16,,0000001,203,0,0,357861133
20,1,0,0,357861133,135,1,INBOUND,203,B,0.0,,1571,27780,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,362.5,,1572,28020,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,121.1,,1587,28620,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,253.8,,1564,29340,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,340.5,,766,29880,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,223.2,,776,30420,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,337.9,,2879,30900,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,391.6,,2572,31620,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,301.9,,2559,32160,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,286.0,,2580,32580,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,500.8,,5164,32940,,,,,,,,,
20,1,0,0,357861133,135,1,INBOUND,203,B,190.0,,5943,33600,,,,,,,,,
11,1,0,0,357861083,135,0,OUTBOUND,203,D,2766.,,203,34380,40140,SN16,SN16,,0000001,203,0,0,357861083
20,1,0,0,357861083,135,0,OUTBOUND,203,D,0.0,,5943,34380,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,257.9,,3681,35160,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,249.7,,2579,35580,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,316.7,,2558,36060,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,230.2,,2506,36780,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,265.6,,1776,37500,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,256.7,,775,37920,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,318.6,,765,38460,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,318.5,,1563,39000,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,251.7,,1586,39600,,,,,,,,,
20,1,0,0,357861083,135,0,OUTBOUND,203,D,300.6,,1571,40140,,,,,,,,,
11,1,0,3,1141737150,61,,,,,0.0,,,14160,15960,SN16,SN16,,0000001,,0,0,1141737150
11,1,0,0,357850145,61,0,OUTBOUND,110,B,2245.,,110,15960,19140,SN16,SN16,,0000001,110,0,0,357850145
20,1,0,0,357850145,61,0,OUTBOUND,110,B,0.0,,6377,15960,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,209.1,,3655,16380,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,270.6,,889,16920,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,263.3,,894,17280,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,269.5,,842,17520,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,260.2,,879,17880,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,185.1,,847,18120,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,272.2,,832,18420,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,262.6,,632,18780,,,,,,,,,
20,1,0,0,357850145,61,0,OUTBOUND,110,B,252.5,,556,19140,,,,,,,,,
11,1,0,0,357850192,61,1,INBOUND,110,-,3327.,,110,19740,24240,SN16,SN16,,0000001,110,0,0,357850192
20,1,0,0,357850192,61,1,INBOUND,110,-,0.0,,556,19740,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,394.8,,655,19860,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,267.1,,618,20280,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,235.7,,633,20760,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,314.7,,833,21180,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,218.4,,837,21600,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,259.1,,880,21840,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,291.4,,843,22320,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,244.3,,895,22620,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,548.2,,890,23040,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,251.0,,3617,23640,,,,,,,,,
20,1,0,0,357850192,61,1,INBOUND,110,-,302.9,,6377,24240,,,,,,,,,
11,1,0,0,357850140,61,0,OUTBOUND,110,A,2573.,,110,24840,28800,SN16,SN16,,0000001,110,0,0,357850140
20,1,0,0,357850140,61,0,OUTBOUND,110,A,0.0,,6377,24840,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,209.1,,3655,25320,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,270.6,,889,25980,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,263.3,,894,26400,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,269.5,,842,26640,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,260.2,,879,27120,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,185.1,,847,27420,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,272.2,,832,27780,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,262.6,,632,28260,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,252.5,,556,28680,,,,,,,,,
20,1,0,0,357850140,61,0,OUTBOUND,110,A,328.1,,655,28800,,,,,,,,,
11,1,0,0,357850185,61,1,INBOUND,110,A,2932.,,110,30360,35340,SN16,SN16,,0000001,110,0,0,357850185
20,1,0,0,357850185,61,1,INBOUND,110,A,0.0,,655,30360,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,267.1,,618,30840,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,235.7,,633,31380,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,314.7,,833,31860,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,218.4,,837,32280,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,259.1,,880,32580,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,291.4,,843,33120,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,244.3,,895,33420,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,548.2,,890,33900,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,251.0,,3617,34500,,,,,,,,,
20,1,0,0,357850185,61,1,INBOUND,110,A,302.9,,6377,35340,,,,,,,,,
11,1,0,0,357850133,61,0,OUTBOUND,110,A,2573.,,110,36180,40380,SN16,SN16,,0000001,110,0,0,357850133
20,1,0,0,357850133,61,0,OUTBOUND,110,A,0.0,,6377,36180,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,209.1,,3655,36780,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,270.6,,889,37440,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,263.3,,894,37920,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,269.5,,842,38220,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,260.2,,879,38700,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,185.1,,847,39000,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,272.2,,832,39360,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,262.6,,632,39840,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,252.5,,556,40260,,,,,,,,,
20,1,0,0,357850133,61,0,OUTBOUND,110,A,328.1,,655,40380,,,,,,,,,
11,1,0,3,364229978,2,,,,,0.0,,,14520,15420,SN16,SN16,,0000001,,0,0,364229978
11,1,0,0,357861615,2,1,INBOUND,101,-,3489.,,101,15420,18540,SN16,SN16,,0000001,101,0,0,357861615
20,1,0,0,357861615,2,1,INBOUND,101,-,0.0,,1618,15420,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,261.1,,2189,15840,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,366.4,,2211,16200,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,380.3,,2253,16380,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,237.0,,2187,16740,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,276.8,,2229,16920,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,258.5,,2235,17100,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,276.1,,2201,17280,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,311.4,,2245,17460,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,180.9,,6127,17880,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,434.1,,6876,18120,,,,,,,,,
20,1,0,0,357861615,2,1,INBOUND,101,-,507.2,,7006,18540,,,,,,,,,
11,1,0,0,357861656,2,0,OUTBOUND,101,-,3252.,,101,19020,22020,SN16,SN16,,0000001,101,0,0,357861656
20,1,0,0,357861656,2,0,OUTBOUND,101,-,0.0,,7006,19020,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,292.5,,6650,19200,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,384.4,,5477,19500,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,641.8,,3217,19980,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,285.7,,2200,20160,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,259.4,,2234,20340,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,326.9,,2228,20520,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,251.6,,2186,20760,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,146.3,,2252,21120,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,230.1,,2210,21300,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,134.2,,2188,21660,,,,,,,,,
20,1,0,0,357861656,2,0,OUTBOUND,101,-,299.4,,5441,22020,,,,,,,,,
11,1,0,1,868516062,2,,,,,0.0,,,22020,22260,SN16,SN16,,0000001,,0,0,868516062
11,1,0,0,357848825,2,1,INBOUND,106,D,1867.,,106,22800,25440,SN16,SN16,,0000001,106,0,0,357848825
20,1,0,0,357848825,2,1,INBOUND,106,D,0.0,,5545,22800,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,283.4,,2306,23160,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,372.1,,2282,23700,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,178.1,,2304,24120,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,352.5,,2334,24540,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,267.4,,195,24900,,,,,,,,,
20,1,0,0,357848825,2,1,INBOUND,106,D,414.0,,20015,25440,,,,,,,,,
11,1,0,1,2086138586,2,,,,,0.0,,,25440,25440,SN16,SN16,,0000001,,0,0,2086138586
11,1,0,0,357856511,2,0,OUTBOUND,215,-,1384.,,215,25620,27240,SN16,SN16,,0000001,215,0,0,357856511
20,1,0,0,357856511,2,0,OUTBOUND,215,-,0.0,,6222,25620,,,,,,,,,
20,1,0,0,357856511,2,0,OUTBOUND,215,-,295.6,,188,26100,,,,,,,,,
20,1,0,0,357856511,2,0,OUTBOUND,215,-,195.8,,179,26400,,,,,,,,,
20,1,0,0,357856511,2,0,OUTBOUND,215,-,350.4,,190,26880,,,,,,,,,
20,1,0,0,357856511,2,0,OUTBOUND,215,-,208.9,,1847,27120,,,,,,,,,
20,1,0,0,357856511,2,0,OUTBOUND,215,-,333.7,,3419,27240,,,,,,,,,
11,1,0,0,357856549,2,1,INBOUND,215,-,1178.,,215,27960,29640,SN16,SN16,,0000001,215,0,0,357856549
20,1,0,0,357856549,2,1,INBOUND,215,-,0.0,,3419,27960,,,,,,,,,
20,1,0,0,357856549,2,1,INBOUND,215,-,271.6,,191,28320,,,,,,,,,
20,1,0,0,357856549,2,1,INBOUND,215,-,232.3,,180,28860,,,,,,,,,
20,1,0,0,357856549,2,1,INBOUND,215,-,269.5,,167,29160,,,,,,,,,
