record type,booking id,service type,division name,run id,run pieces,run name,block number,piece number,start place,end place,sign on time of piece,start time of piece,end time of piece,clear time of piece,special trip option id,op days
51,1,3,,1017,,,210505,1,SN16,SN20015,310,310,749,749,,
50,1,3,,1018,1,1018,,,,,,,,,,
51,1,3,,1018,,,212103,1,SN16,SN6542,312,312,711,711,,
50,1,3,,1019,1,1019,,,,,,,,,,
51,1,3,,1019,,,220612,1,SN16,SN516,352,352,779,779,,
50,1,3,,1020,1,1020,,,,,,,,,,
51,1,3,,1020,,,290402,1,SN16,SN20015,359,359,809,809,,
50,1,3,,1021,1,1021,,,,,,,,,,
51,1,3,,1021,,,211109,1,SN16,SN16,629,629,1155,1155,,
50,1,3,,1022,1,1022,,,,,,,,,,
51,1,3,,1022,,,211305,1,SN6228,SN16,651,651,1124,1124,,
50,1,3,,1023,1,1023,,,,,,,,,,
51,1,3,,1023,,,220621,1,SN16,SN3692,649,649,1186,1186,,
50,1,3,,1024,1,1024,,,,,,,,,,
51,1,3,,1024,,,220314,1,SN16,SN16,653,653,1179,1179,,
50,1,3,,1025,1,1025,,,,,,,,,,
51,1,3,,1025,,,220618,1,SN2182,SN16,695,695,1139,1139,,
50,1,3,,1026,1,1026,,,,,,,,,,
51,1,3,,1026,,,211502,1,SN677,SN677,728,728,1104,1104,,
50,1,3,,1027,1,1027,,,,,,,,,,
51,1,3,,1027,,,211011,1,SN655,SN16,751,751,1183,1183,,
50,1,3,,1028,1,1028,,,,,,,,,,
51,1,3,,1028,,,221004,1,SN1496,SN16,759,759,1173,1173,,
50,1,3,,1029,1,1029,,,,,,,,,,
51,1,3,,1029,,,211505,1,SN677,SN16,764,764,1329,1329,,
50,1,3,,1030,1,1030,,,,,,,,,,
51,1,3,,1030,,,211008,1,SN655,SN655,770,770,1182,1182,,
50,1,3,,1031,1,1031,,,,,,,,,,
51,1,3,,1031,,,220803,1,SN6144,SN16,769,769,1175,1175,,
50,1,3,,1032,1,1032,,,,,,,,,,
51,1,3,,1032,,,211503,1,SN677,SN16,784,784,1177,1177,,
50,1,3,,1033,1,1033,,,,,,,,,,
51,1,3,,1033,,,220702,1,SN6549,SN16,782,782,1222,1222,,
50,1,3,,1034,1,1034,,,,,,,,,,
51,1,3,,1034,,,220903,1,SN5885,SN16,798,798,1243,1243,,
50,1,3,,1035,1,1035,,,,,,,,,,
51,1,3,,1035,,,210507,1,SN5474,SN16,831,831,1340,1340,,
50,1,3,,1036,1,1036,,,,,,,,,,
51,1,3,,1036,,,211303,1,SN6228,SN16,846,846,1448,1448,,
50,1,3,,1037,1,1037,,,,,,,,,,
51,1,3,,1037,,,211504,1,SN677,SN16,862,862,1412,1412,,
50,1,3,,1038,1,1038,,,,,,,,,,
51,1,3,,1038,,,221006,1,SN1496,SN16,878,878,1447,1447,,
50,1,3,,1039,1,1039,,,,,,,,,,
51,1,3,,1039,,,220308,1,SN1571,SN16,917,917,1518,1518,,
50,1,3,,1040,1,1040,,,,,,,,,,
51,1,3,,1040,,,221803,1,SN3872,SN16,962,962,1553,1553,,
50,1,3,,1041,1,1041,,,,,,,,,,
51,1,3,,1041,,,220601,1,SN1496,SN16,957,957,1408,1408,,
50,1,3,,1042,1,1042,,,,,,,,,,
51,1,3,,1042,,,210204,1,SN3970,SN16,954,954,1569,1569,,
50,1,3,,1043,1,1043,,,,,,,,,,
51,1,3,,1043,,,211002,1,SN6377,SN16,963,963,1422,1422,,
50,1,3,,1044,1,1044,,,,,,,,,,
51,1,3,,1044,,,212102,1,SN6542,SN16,1110,1110,1567,1567,,
50,1,3,,1045,1,1045,,,,,,,,,,
51,1,3,,1045,,,211306,1,SN6228,SN16,1172,1172,1547,1547,,
50,1,3,,1046,1,1046,,,,,,,,,,
51,1,3,,1046,,,220302,1,SN1571,SN16,1194,1194,1590,1590,,
50,1,3,,1047,1,1047,,,,,,,,,,
51,1,3,,1047,,,220621,1,SN3692,SN16,1204,1204,1661,1661,,
50,1,3,,1048,1,1048,,,,,,,,,,
51,1,3,,1048,,,211106,1,SN5943,SN16,1223,1223,1555,1555,,
50,1,3,,1049,1,1049,,,,,,,,,,
51,1,3,,1049,,,211007,1,SN655,SN16,454,454,1091,1091,,
50,1,3,,1050,1,1050,,,,,,,,,,
51,1,3,,1050,,,220309,1,SN5943,SN16,941,941,1512,1512,,
50,1,3,,1051,1,1051,,,,,,,,,,
51,1,3,,1051,,,220309,1,SN16,SN5943,307,307,923,923,,
50,1,3,,1052,1,1052,,,,,,,,,,
51,1,3,,1052,,,221002,1,SN2770,SN16,717,717,1124,1124,,
50,1,3,,1053,1,1053,,,,,,,,,,
51,1,3,,1053,,,210203,1,SN16,SN3970,319,319,853,853,,
50,1,3,,1054,1,1054,,,,,,,,,,
51,1,3,,1054,,,210203,1,SN3970,SN16,864,864,1298,1298,,
50,1,3,,1055,1,1055,,,,,,,,,,
51,1,3,,1055,,,211306,1,SN6228,SN20016,696,696,1152,1152,,
50,1,3,,1056,1,1056,,,,,,,,,,
51,1,3,,1056,,,211306,1,SN16,SN20016,257,257,681,681,,
50,1,3,,1057,1,1057,,,,,,,,,,
51,1,3,,1057,,,220312,1,SN1571,SN16,731,731,1133,1133,,
50,1,3,,1058,1,1058,,,,,,,,,,
51,1,3,,1058,,,212102,1,SN16,SN6542,240,240,831,831,,
50,1,3,,1059,1,1059,,,,,,,,,,
51,1,3,,1059,,,290402,1,SN6214,SN16,824,824,1433,1433,,
50,1,3,,1060,1,1060,,,,,,,,,,
51,1,3,,1060,,,220614,1,SN2182,SN16,815,815,1165,1165,,
50,1,3,,1061,1,1061,,,,,,,,,,
51,1,3,,1061,,,220614,1,SN16,SN516,372,372,799,799,,
50,1,3,,1062,1,1062,,,,,,,,,,
51,1,3,,1062,,,211103,1,SN3274,SN16,1054,1054,1498,1498,,
50,1,3,,1063,1,1063,,,,,,,,,,
51,1,3,,1063,,,220807,1,SN16,SN3419,362,362,826,826,,
50,1,3,,1064,1,1064,,,,,,,,,,
51,1,3,,1064,,,220807,1,SN3419,SN3419,844,844,1233,1233,,
50,1,3,,1065,1,1065,,,,,,,,,,
51,1,3,,1065,,,220807,1,SN3419,SN16,1251,1251,1602,1602,,
50,1,3,SIMM FX,1066,1,1066,,,,,,,,,,
51,1,3,SIMM FX,1066,,,221801,1,SN3872,SN3872,755,755,1178,1178,,
50,1,3,,1067,1,1067,,,,,,,,,,
51,1,3,,1067,,,221801,1,SN3872,SN16,1194,1194,1549,1549,,
50,1,3,,1068,1,1068,,,,,,,,,,
51,1,3,,1068,,,221002,1,SN16,SN2770,110,110,701,701,,
50,1,3,,1069,1,1069,,,,,,,,,,
51,1,3,,1069,,,211006,1,SN655,SN16,948,948,1506,1506,,
50,1,3,,1070,1,1070,,,,,,,,,,
51,1,3,,1070,,,211006,1,SN16,SN655,330,330,931,931,,
50,1,3,,1071,1,1071,,,,,,,,,,
51,1,3,,1071,,,222003,1,SN16,SN7125,249,249,747,747,,
50,1,3,,1072,1,1072,,,,,,,,,,
51,1,3,,1072,,,222003,1,SN7125,SN7125,760,760,1107,1107,,
50,1,3,,1073,1,1073,,,,,,,,,,
51,1,3,,1073,,,211002,1,SN16,SN6377,133,133,723,723,,
50,1,3,,1074,1,1074,,,,,,,,,,
51,1,3,,1074,,,222003,1,SN7125,SN16,1121,1121,1519,1519,,
50,1,3,,1075,1,1075,,,,,,,,,,
51,1,3,,1075,,,220808,1,SN16,SN6144,717,717,1209,1209,,
50,1,3,,1076,1,1076,,,,,,,,,,
51,1,3,,1076,,,211307,1,SN6228,SN16,594,594,1179,1179,,
50,1,3,,1077,1,1077,,,,,,,,,,
51,1,3,,1077,,,220311,1,SN5943,SN16,995,995,1454,1454,,
50,1,3,,1078,1,1078,,,,,,,,,,
51,1,3,,1078,,,220311,1,SN16,SN5943,344,344,974,974,,
50,1,3,,1079,1,1079,,,,,,,,,,
51,1,3,,1079,,,221008,1,SN16,SN2770,340,340,925,925,,
50,1,3,,1080,1,1080,,,,,,,,,,
51,1,3,,1080,,,221008,1,SN2770,SN16,949,949,1567,1567,,
50,1,3,,1081,1,1081,,,,,,,,,,
51,1,3,,1081,,,212101,1,SN16,SN6542,244,244,891,891,,
50,1,3,,1082,1,1082,,,,,,,,,,
51,1,3,,1082,,,220615,1,SN16,SN503,390,390,1005,1005,,
50,1,3,,1083,1,1083,,,,,,,,,,
51,1,3,,1083,,,210508,1,SN16,SN16,715,715,1173,1173,,
50,1,3,,1084,1,1084,,,,,,,,,,
51,1,3,,1084,,,220304,1,SN16,SN5943,247,247,823,823,,
50,1,3,,1085,1,1085,,,,,,,,,,
51,1,3,,1085,,,220304,1,SN5943,SN16,840,840,1234,1234,,
50,1,3,,1086,1,1086,,,,,,,,,,
51,1,3,,1086,,,220601,1,SN16,SN1496,85,85,720,720,,
50,1,3,,1087,1,1087,,,,,,,,,,
51,1,3,,1087,,,210603,1,SN5475,SN16,915,915,1400,1400,,
50,1,3,,1088,1,1088,,,,,,,,,,
51,1,3,,1088,,,210603,1,SN16,SN5475,256,256,901,901,,
50,1,3,,1089,1,1089,,,,,,,,,,
51,1,3,,1089,,,220806,1,SN16,SN6144,355,355,842,842,,
50,1,3,,1090,1,1090,,,,,,,,,,
51,1,3,,1090,,,220806,1,SN6144,SN16,858,858,1216,1216,,
50,1,3,,1091,1,1091,,,,,,,,,,
51,1,3,,1091,,,211309,1,SN16,SN20016,390,390,846,846,,
50,1,3,,1092,1,1092,,,,,,,,,,
51,1,3,,1092,,,211309,1,SN6228,SN20016,861,861,1201,1201,,
50,1,3,,1093,1,1093,,,,,,,,,,
51,1,3,,1093,,,211309,1,SN6228,SN16,1212,1212,1666,1666,,
50,1,3,SIMM FX,1094,1,1094,,,,,,,,,,
51,1,3,SIMM FX,1094,,,221802,1,SN16,SN3872,246,246,829,829,,
50,1,3,,1095,1,1095,,,,,,,,,,
51,1,3,,1095,,,221802,1,SN3872,SN16,843,843,1275,1275,,
50,1,3,,1096,1,1096,,,,,,,,,,
51,1,3,,1096,,,211005,1,SN655,SN655,692,692,1108,1108,,
50,1,3,,1097,1,1097,,,,,,,,,,
51,1,3,,1097,,,211005,1,SN655,SN16,1133,1133,1604,1604,,
50,1,3,,1098,1,1098,,,,,,,,,,
51,1,3,,1098,,,220622,1,SN3692,SN16,947,947,1556,1556,,
50,1,3,,1099,1,1099,,,,,,,,,,
51,1,3,,1099,,,210201,1,SN3970,SN16,774,774,1343,1343,,
50,1,3,,1100,1,1100,,,,,,,,,,
51,1,3,,1100,,,210201,1,SN16,SN3970,236,236,763,763,,
50,1,3,,1101,1,1101,,,,,,,,,,
51,1,3,,1101,,,222002,1,SN16,SN6970,270,270,896,896,,
50,1,3,,1102,1,1102,,,,,,,,,,
51,1,3,,1102,,,222002,1,SN6970,SN16,910,910,1525,1525,,
50,1,3,,1103,1,1103,,,,,,,,,,
51,1,3,,1103,,,221903,1,SN16,SN20016,272,272,891,891,,
50,1,3,,1104,1,1104,,,,,,,,,,
51,1,3,,1104,,,211508,1,SN16,SN677,353,353,828,828,,
50,1,3,,1105,1,1105,,,,,,,,,,
51,1,3,,1105,,,220310,1,SN16,SN5943,326,326,801,801,,
50,1,3,,1106,1,1106,,,,,,,,,,
51,1,3,,1106,,,220310,1,SN5943,SN16,820,820,1214,1214,,
50,1,3,,1107,1,1107,,,,,,,,,,
51,1,3,,1107,,,221009,1,SN16,SN1496,372,372,1001,1001,,
50,1,3,,1108,1,1108,,,,,,,,,,
51,1,3,,1108,,,221009,1,SN1496,SN16,1017,1017,1387,1387,,
50,1,3,,1109,1,1109,,,,,,,,,,
51,1,3,,1109,,,211101,1,SN16,SN6775,252,252,793,793,,
50,1,3,,1110,1,1110,,,,,,,,,,
51,1,3,,1110,,,211101,1,SN3274,SN16,816,816,1209,1209,,
50,1,3,,1111,1,1111,,,,,,,,,,
51,1,3,,1111,,,220305,1,SN5943,SN16,743,743,1145,1145,,
50,1,3,,1112,1,1112,,,,,,,,,,
51,1,3,,1112,,,210204,1,SN16,SN3970,346,346,943,943,,
50,1,3,SIMM FX,1113,1,1113,,,,,,,,,,
51,1,3,SIMM FX,1113,,,221803,1,SN16,SN3872,280,280,949,949,,
50,1,3,,1114,1,1114,,,,,,,,,,
51,1,3,,1114,,,211004,1,SN16,SN655,277,277,870,870,,
50,1,3,,1115,1,1115,,,,,,,,,,
51,1,3,,1115,,,211004,1,SN655,SN16,888,888,1447,1447,,
50,1,3,,1116,1,1116,,,,,,,,,,
51,1,3,,1116,,,221902,1,SN16,SN677,253,253,789,789,,
50,1,3,,1117,1,1117,,,,,,,,,,
51,1,3,,1117,,,221902,1,SN677,SN16,803,803,1354,1354,,
50,1,3,,1118,1,1118,,,,,,,,,,
51,1,3,,1118,,,220902,1,SN16,SN2017,301,301,899,899,,
50,1,3,,1119,1,1119,,,,,,,,,,
51,1,3,,1119,,,220902,1,SN2017,SN16,909,909,1258,1258,,
50,1,3,,1120,1,1120,,,,,,,,,,
51,1,3,,1120,,,211509,1,SN16,SN5283,365,365,829,829,,
50,1,3,,1121,1,1121,,,,,,,,,,
51,1,3,,1121,,,211106,1,SN16,SN4229,323,323,775,775,,
50,1,3,,1122,1,1122,,,,,,,,,,
51,1,3,,1122,,,211106,1,SN4229,SN5943,790,790,1207,1207,,
50,1,3,,1123,1,1123,,,,,,,,,,
51,1,3,,1123,,,220306,1,SN1571,SN5943,751,751,1127,1127,,
50,1,3,,1124,1,1124,,,,,,,,,,
51,1,3,,1124,,,220306,1,SN5943,SN16,1141,1141,1568,1568,,
50,1,3,,1125,1,1125,,,,,,,,,,
51,1,3,,1125,,,220603,1,SN6479,SN16,809,809,1335,1335,,
50,1,3,,1126,1,1126,,,,,,,,,,
51,1,3,,1126,,,220603,1,SN16,SN6479,203,203,787,787,,
50,1,3,,1127,1,1127,,,,,,,,,,
51,1,3,,1127,,,210601,1,SN5475,SN20015,558,558,1166,1166,,
50,1,3,,1128,1,1128,,,,,,,,,,
51,1,3,,1128,,,221804,1,SN3872,SN16,932,932,1444,1444,,
50,1,3,SIMM FX,1129,1,1129,,,,,,,,,,
51,1,3,SIMM FX,1129,,,221804,1,SN16,SN3872,321,321,919,919,,
50,1,3,,1130,1,1130,,,,,,,,,,
51,1,3,,1130,,,220620,1,SN16,SN16,470,470,1103,1103,,
50,1,3,,1131,1,1131,,,,,,,,,,
51,1,3,,1131,,,220611,1,SN16,SN6479,336,336,968,968,,
50,1,3,,1132,1,1132,,,,,,,,,,
51,1,3,,1132,,,220619,1,SN2182,SN16,715,715,1159,1159,,
50,1,3,,1133,1,1133,,,,,,,,,,
51,1,3,,1133,,,221905,1,SN16,SN5441,357,357,850,850,,
50,1,3,,1134,1,1134,,,,,,,,,,
51,1,3,,1134,,,221905,1,SN5441,SN16,860,860,1202,1202,,
50,1,3,,1135,1,1135,,,,,,,,,,
51,1,3,,1135,,,220903,1,SN16,SN5885,344,344,787,787,,
50,1,3,,1136,1,1136,,,,,,,,,,
51,1,3,,1136,,,211506,1,SN16,SN677,309,309,868,868,,
50,1,3,,1137,1,1137,,,,,,,,,,
51,1,3,,1137,,,211010,1,SN655,SN16,1031,1031,1395,1395,,
50,1,3,,1138,1,1138,,,,,,,,,,
51,1,3,,1138,,,210109,1,SN16,SN677,301,301,784,784,,
50,1,3,,1139,1,1139,,,,,,,,,,
51,1,3,,1139,,,210109,1,SN677,SN5441,794,794,1270,1270,,
50,1,3,,1140,1,1140,,,,,,,,,,
51,1,3,,1140,,,212106,1,SN6542,SN16,870,870,1227,1227,,
50,1,3,,1141,1,1141,,,,,,,,,,
51,1,3,,1141,,,220307,1,SN16,SN1571,292,292,758,758,,
50,1,3,,1142,1,1142,,,,,,,,,,
51,1,3,,1142,,,220307,1,SN1571,SN16,771,771,1398,1398,,
50,1,3,,1143,1,1143,,,,,,,,,,
51,1,3,,1143,,,220602,1,SN6479,SN16,1151,1151,1527,1527,,
50,1,3,,1144,1,1144,,,,,,,,,,
51,1,3,,1144,,,220602,1,SN16,SN6479,143,143,703,703,,
50,1,3,,1145,1,1145,,,,,,,,,,
51,1,3,,1145,,,220602,1,SN6479,SN6479,730,730,1138,1138,,
50,1,3,,1146,1,1146,,,,,,,,,,
51,1,3,,1146,,,221504,1,SN16,SN3419,375,375,902,902,,
50,1,3,,1147,1,1147,,,,,,,,,,
51,1,3,,1147,,,221504,1,SN3419,SN16,905,905,1333,1333,,
50,1,3,,1148,1,1148,,,,,,,,,,
51,1,3,,1148,,,220611,1,SN6479,SN16,989,989,1557,1557,,
50,1,3,,1149,1,1149,,,,,,,,,,
51,1,3,,1149,,,220803,1,SN16,SN6144,296,296,760,760,,
50,1,3,SIMM FX,1150,1,1150,,,,,,,,,,
51,1,3,SIMM FX,1150,,,221805,1,SN16,SN3872,332,332,859,859,,
50,1,3,,1151,1,1151,,,,,,,,,,
51,1,3,,1151,,,211510,1,SN5283,SN16,926,926,1384,1384,,
50,1,3,,1152,1,1152,,,,,,,,,,
51,1,3,,1152,,,290105,1,SN16,SN16,812,812,1413,1413,,
50,1,3,,1153,1,1153,,,,,,,,,,
51,1,3,,1153,,,221904,1,SN16,SN5441,301,301,790,790,,
50,1,3,,1154,1,1154,,,,,,,,,,
51,1,3,,1154,,,221904,1,SN677,SN16,1150,1150,1537,1537,,
50,1,3,,1155,1,1155,,,,,,,,,,
51,1,3,,1155,,,221904,1,SN5441,SN677,802,802,1130,1130,,
50,1,3,,1156,1,1156,,,,,,,,,,
51,1,3,,1156,,,211507,1,SN5283,SN677,809,809,1254,1254,,
50,1,3,,1157,1,1157,,,,,,,,,,
51,1,3,,1157,,,211507,1,SN677,SN16,1275,1275,1609,1609,,
50,1,3,,1158,1,1158,,,,,,,,,,
51,1,3,,1158,,,211507,1,SN16,SN5283,327,327,787,787,,
50,1,3,,1159,1,1159,,,,,,,,,,
51,1,3,,1159,,,210108,1,SN16,SN16,735,735,1296,1296,,
50,1,3,,1160,1,1160,,,,,,,,,,
51,1,3,,1160,,,212105,1,SN16,SN6542,340,340,741,741,,
50,1,3,,1161,1,1161,,,,,,,,,,
51,1,3,,1161,,,212105,1,SN6542,SN16,752,752,1167,1167,,
50,1,3,,1162,1,1162,,,,,,,,,,
51,1,3,,1162,,,211104,1,SN3274,SN16,786,786,1181,1181,,
50,1,3,,1163,1,1163,,,,,,,,,,
51,1,3,,1163,,,221003,1,SN16,SN2770,212,212,661,661,,
50,1,3,,1164,1,1164,,,,,,,,,,
51,1,3,,1164,,,220605,1,SN16,SN3692,236,236,833,833,,
50,1,3,,1165,1,1165,,,,,,,,,,
51,1,3,,1165,,,220605,1,SN3692,SN16,847,847,1375,1375,,
50,1,3,,1166,1,1166,,,,,,,,,,
51,1,3,,1166,,,212002,1,SN16,SN6542,249,249,771,771,,
50,1,3,,1167,1,1167,,,,,,,,,,
51,1,3,,1167,,,212002,1,SN6542,SN16,1050,1050,1552,1552,,
50,1,3,,1168,1,1168,,,,,,,,,,
51,1,3,,1168,,,220802,1,SN6144,SN16,917,917,1508,1508,,
50,1,3,,1169,1,1169,,,,,,,,,,
51,1,3,,1169,,,220802,1,SN16,SN6144,264,264,898,898,,
50,1,3,,1170,1,1170,,,,,,,,,,
51,1,3,,1170,,,211009,1,SN655,SN16,829,829,1169,1169,,
50,1,3,,1171,1,1171,,,,,,,,,,
51,1,3,,1171,,,290104,1,SN16,SN7125,432,432,1005,1005,,
50,1,3,,1172,1,1172,,,,,,,,,,
51,1,3,,1172,,,290104,1,SN7125,SN16,1025,1025,1429,1429,,
50,1,3,,1173,1,1173,,,,,,,,,,
51,1,3,,1173,,,220901,1,SN6549,SN16,902,902,1265,1265,,
50,1,3,,1174,1,1174,,,,,,,,,,
51,1,3,,1174,,,220901,1,SN16,SN6549,309,309,892,892,,
50,1,3,,1175,1,1175,,,,,,,,,,
51,1,3,,1175,,,221003,1,SN2770,SN2770,680,680,1084,1084,,
50,1,3,,1176,1,1176,,,,,,,,,,
51,1,3,,1176,,,212104,1,SN6542,SN16,810,810,1167,1167,,
50,1,3,,1177,1,1177,,,,,,,,,,
51,1,3,,1177,,,212104,1,SN16,SN6542,322,322,801,801,,
50,1,3,,1178,1,1178,,,,,,,,,,
51,1,3,,1178,,,220301,1,SN16,SN6775,212,212,853,853,,
50,1,3,,1179,1,1179,,,,,,,,,,
51,1,3,,1179,,,212003,1,SN6542,SN16,662,662,1206,1206,,
50,1,3,,1180,1,1180,,,,,,,,,,
51,1,3,,1180,,,221401,1,SN16,SN3419,371,371,882,882,,
50,1,3,,1181,1,1181,,,,,,,,,,
51,1,3,,1181,,,221401,1,SN3419,SN16,885,885,1495,1495,,
50,1,3,,1182,1,1182,,,,,,,,,,
51,1,3,,1182,,,210604,1,SN16,SN5475,257,257,662,662,,
50,1,3,,1183,1,1183,,,,,,,,,,
51,1,3,,1183,,,220801,1,SN16,SN3419,264,264,703,703,,
50,1,3,,1184,1,1184,,,,,,,,,,
51,1,3,,1184,,,220801,1,SN3419,SN16,713,713,1109,1109,,
50,1,3,,1185,1,1185,,,,,,,,,,
51,1,3,,1185,,,211008,1,SN16,SN655,366,366,757,757,,
50,1,3,,1186,1,1186,,,,,,,,,,
51,1,3,,1186,,,211008,1,SN655,SN16,1193,1193,1641,1641,,
50,1,3,,1187,1,1187,,,,,,,,,,
51,1,3,,1187,,,210501,1,SN5475,SN16,1152,1152,1558,1558,,
50,1,3,,1188,1,1188,,,,,,,,,,
51,1,3,,1188,,,210501,1,SN16,SN5475,191,191,782,782,,
50,1,3,,1189,1,1189,,,,,,,,,,
51,1,3,,1189,,,210501,1,SN5475,SN5475,795,795,1141,1141,,
50,1,3,,1190,1,1190,,,,,,,,,,
51,1,3,,1190,,,221003,1,SN2770,SN16,1095,1095,1543,1543,,
50,1,3,,1191,1,1191,,,,,,,,,,
51,1,3,,1191,,,211505,1,SN16,SN677,295,295,749,749,,
50,1,3,,1192,1,1192,,,,,,,,,,
51,1,3,,1192,,,220610,1,SN3692,SN16,967,967,1394,1394,,
50,1,3,,1193,1,1193,,,,,,,,,,
51,1,3,,1193,,,220701,1,SN16,SN2017,331,331,779,779,,
50,1,3,,1194,1,1194,,,,,,,,,,
51,1,3,,1194,,,220701,1,SN2017,SN16,789,789,1164,1164,,
50,1,3,,1195,1,1195,,,,,,,,,,
51,1,3,,1195,,,220302,1,SN16,SN5943,221,221,781,781,,
50,1,3,,1196,1,1196,,,,,,,,,,
51,1,3,,1196,,,220302,1,SN5943,SN1571,800,800,1177,1177,,
50,1,3,,1197,1,1197,,,,,,,,,,
51,1,3,,1197,,,220607,1,SN3692,SN16,887,887,1501,1501,,
50,1,3,,1198,1,1198,,,,,,,,,,
51,1,3,,1198,,,221501,1,SN3419,SN20015,316,316,929,929,,
50,1,3,,1199,1,1199,,,,,,,,,,
51,1,3,,1199,,,221501,1,SN6214,SN16,941,941,1553,1553,,
50,1,3,,1200,1,1200,,,,,,,,,,
51,1,3,,1200,,,210605,1,SN3419,SN16,769,769,1122,1122,,
50,1,3,,1201,1,1201,,,,,,,,,,
51,1,3,,1201,,,210605,1,SN16,SN3419,301,301,766,766,,
50,1,3,,1202,1,1202,,,,,,,,,,
51,1,3,,1202,,,211310,1,SN6228,SN16,756,756,1388,1388,,
50,1,3,,1203,1,1203,,,,,,,,,,
51,1,3,,1203,,,211001,1,SN16,SN6775,73,73,714,714,,
50,1,3,,1204,1,1204,,,,,,,,,,
51,1,3,,1204,,,220610,1,SN16,SN3692,326,326,953,953,,
50,1,3,,1205,1,1205,,,,,,,,,,
51,1,3,,1205,,,221011,1,SN16,SN1496,805,805,1288,1288,,
50,1,3,,1206,1,1206,,,,,,,,,,
51,1,3,,1206,,,210104,1,SN16,SN5441,266,266,880,880,,
50,1,3,,1207,1,1207,,,,,,,,,,
51,1,3,,1207,,,210104,1,SN5441,SN16,1171,1171,1586,1586,,
50,1,3,,1208,1,1208,,,,,,,,,,
51,1,3,,1208,,,220609,1,SN3692,SN16,1144,1144,1606,1606,,
50,1,3,,1209,1,1209,,,,,,,,,,
51,1,3,,1209,,,220609,1,SN16,SN3692,297,297,695,695,,
50,1,3,,1210,1,1210,,,,,,,,,,
51,1,3,,1210,,,211001,1,SN3274,SN16,728,728,1129,1129,,
50,1,3,,1211,1,1211,,,,,,,,,,
51,1,3,,1211,,,220609,1,SN3692,SN3692,708,708,1127,1127,,
50,1,3,,1212,1,1212,,,,,,,,,,
51,1,3,,1212,,,211502,1,SN677,SN16,1125,1125,1469,1469,,
50,1,3,,1213,1,1213,,,,,,,,,,
51,1,3,,1213,,,220702,1,SN16,SN6549,324,324,772,772,,
50,1,3,,1214,1,1214,,,,,,,,,,
51,1,3,,1214,,,220303,1,SN1571,SN6775,838,838,1282,1282,,
50,1,3,,1215,1,1215,,,,,,,,,,
51,1,3,,1215,,,220303,1,SN16,SN1571,235,235,813,813,,
50,1,3,,1216,1,1216,,,,,,,,,,
51,1,3,,1216,,,220606,1,SN6479,SN16,909,909,1432,1432,,
50,1,3,,1217,1,1217,,,,,,,,,,
51,1,3,,1217,,,212001,1,SN6542,SN16,692,692,1233,1233,,
50,1,3,,1218,1,1218,,,,,,,,,,
51,1,3,,1218,,,210107,1,SN677,SN16,764,764,1206,1206,,
50,1,3,,1219,1,1219,,,,,,,,,,
51,1,3,,1219,,,210107,1,SN16,SN677,345,345,754,754,,
50,1,3,,1220,1,1220,,,,,,,,,,
51,1,3,,1220,,,220612,1,SN2182,SN16,795,795,1145,1145,,
