12/05/21
December 5, 2021 (OS-47186)
Run_id,Block_id,Block_no,PassingTime,DayMap,TimePointID,Trip_id,Trip_no,Route,Var,Trip Direction,ScheduleType,TripType,TripPatternID,WorkID2,WorkID1,GarageID,Garage Name,Original DayMap,,Division
00004,44_1,44_1,37560,,4000360,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,37800,,4001018,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,37800,,4001018,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,38220,,4000301,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,39180,,4000576,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,39540,,4000142,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,40080,,4000822,24,24,35,,Southbound,Wkdy,Revenue,SMain,0000004,,3000,,,,3000
00004,44_1,44_1,40080,,4000822,77783,77783,,,,Wkdy,Pull-In,,0000004,,3000,,,,3000
00004,44_1,44_1,41280,,3000,77783,77783,,,,Wkdy,Pull-In,,0000004,,3000,,,,3000
00005,06_1,6_1,16560,,3000,77784,77784,,,,Wkdy,Pull-Out,,0000005,,3000,,,,3000
00005,06_1,6_1,17760,,4000598,77784,77784,,,,Wkdy,Pull-Out,,0000005,,3000,,,,3000
00005,06_1,6_1,17760,,4000598,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,18240,,4000820,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,18900,,4001119,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,18900,,4001119,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,19260,,4000058,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,19500,,4000122,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,19980,,4000576,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,20400,,4000734,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,20700,,4000821,25,25,30,,Westbound,Wkdy,Revenue,WFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,21300,,4000821,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,21600,,4000052,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,22080,,4000576,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,22560,,4000120,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,22860,,4000061,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
00005,06_1,6_1,23460,,4001123,26,26,30,,Eastbound,Wkdy,Revenue,EFlMn,0000005,,3000,,,,3000
