record type,bus stop id,bus stop short name,bus stop long name,longitude,latitude
90,1552,SN1552,NB Lamb after Alto,-115.080036,36.211369
90,1554,SN1554,SB Lamb before Stewart,-115.080649,36.170413
90,1555,SN1555,SB Lamb after Baltimore,-115.08317,36.14661
90,1557,SN1557,NB Lamb after Bonanza,-115.08031,36.174045
90,1558,SN1558,SB Lamb after Bonanza,-115.080624,36.172286
90,1559,SN1559,NB Lamb after Boston,-115.082978,36.148723
90,1560,SN1560,NB Lamb after Carey,-115.080002,36.203949
90,1561,SN1561,SB Lamb after Carey,-115.080312,36.202404
90,1562,SN1562,NB Lamb after Karen,-115.082773,36.141214
90,1563,SN1563,NB Lamb after Charleston,-115.080107,36.159647
90,1564,SN1564,SB Lamb after Charleston,-115.080356,36.158451
90,1565,SN1565,NB Lamb after Cheyenne,-115.079956,36.218371
90,1566,SN1566,SB Lamb before Cheyenne,-115.080227,36.218143
90,1567,SN1567,NB Lamb after Cincinnati,-115.08285,36.145344
90,1568,SN1568,NB Lamb after Colton,-115.079973,36.222056
90,1569,SN1569,SB Lamb after Colton,-115.080247,36.221298
90,1571,SN1571,NB Lamb after Craig,-115.079824,36.241647
90,1572,SN1572,SB Lamb after Craig,-115.080152,36.239798
90,1573,SN1573,NB Lamb before Diamond Head,-115.080341,36.170582
90,1574,SN1574,SB Lamb after Dobson,-115.080291,36.229638
90,1576,SN1576,NB Lamb after Faberge,-115.080018,36.229844
90,1577,SN1577,SB Lamb after Harris,-115.080562,36.176376
90,1578,SN1578,NB Lamb before Judson,-115.080018,36.198952
90,1579,SN1579,SB Lamb after Judson,-115.080292,36.198741
90,1580,SN1580,SB Lamb after Karen,-115.083067,36.140259
90,1581,SN1581,NB Lamb after Kell,-115.079881,36.192416
90,1584,SN1584,NB Lamb after Las Vegas,-115.079998,36.226378
90,1585,SN1585,SB Lamb after Las Vegas,-115.080288,36.224523
90,1586,SN1586,NB Lamb after Lake Mead,-115.08,36.19631
90,1587,SN1587,SB Lamb before Lake Mead,-115.080283,36.196533
90,1588,SN1588,SB Lamb after Manor Green,-115.080447,36.161617
90,1590,SN1590,NB Lamb after Owens,-115.079767,36.188933
90,1591,SN1591,SB Lamb after Owens,-115.080064,36.187903
90,1592,SN1592,NB Lamb after Ridgedale,-115.082833,36.134235
90,1593,SN1593,SB Lamb after Ridgedale,-115.083117,36.133515
90,1594,SN1594,SB Lamb after Sahara,-115.08308,36.143884
90,1595,SN1595,NB Lamb after Sherrill,-115.080221,36.162366
90,1596,SN1596,NB Lamb after Stewart,-115.080375,36.167329
90,1597,SN1597,SB Lamb after Stewart,-115.080626,36.165668
90,1599,SN1599,SB Lamb after Tonopah,-115.080193,36.191068
90,1600,SN1600,NB Lamb after Vegas Valley,-115.082798,36.137752
90,1601,SN1601,SB Lamb after Vegas Valley,-115.083069,36.136355
90,1602,SN1602,NB Lamb after Washington,-115.080217,36.181424
90,1603,SN1603,SB Lamb after Washington,-115.080561,36.180276
90,1604,SN1604,NB Lamb after Wyoming,-115.08308,36.152347
90,1605,SN1605,SB Lamb after Wyoming,-115.083336,36.151354
90,1614,SN1614,WB Lone Mountain before Lincoln,-115.082514,36.247427
90,1618,SN1618,WB Lone Mountain after Rancho,-115.241129,36.247885
90,1623,SN1623,SB Los Feliz before Lake Mead,-115.017753,36.199315
90,1633,SN1633,NB Martin L King after Alexander,-115.161816,36.232463
90,1634,SN1634,SB Martin L King after Alexander,-115.162118,36.231649
90,1635,SN1635,NB Martin L King after Alta,-115.160673,36.166889
90,1637,SN1637,NB Martin L King after Balzar,-115.160662,36.199853
90,1638,SN1638,SB Martin L King after Balzar,-115.160942,36.198924
90,1639,SN1639,NB Martin L King after Bonanza,-115.160662,36.178201
90,1640,SN1640,SB Martin L King after Bonanza,-115.161002,36.177497
90,1641,SN1641,NB Martin L King after Broad Arrow,-115.161359,36.222559
90,1642,SN1642,SB Martin L King before Quatro,-115.161585,36.22204
90,1643,SN1643,NB Martin L King after Brooks,-115.160996,36.214364
90,1644,SN1644,SB Martin L King after Brooks,-115.161205,36.212356
90,1645,SN1645,NB Martin L King after Carey,-115.160651,36.203956
90,1646,SN1646,SB Martin L King after Carey,-115.160983,36.201694
90,1649,SN1649,NB Martin L King after Cheyenne,-115.161095,36.218724
90,1650,SN1650,SB Martin L King after Cheyenne,-115.161392,36.217009
90,1651,SN1651,NB Camino Al Norte after Craig,-115.161833,36.240088
90,1652,SN1652,SB Martin L King after Craig,-115.162165,36.238599
90,1653,SN1653,NB Martin L King after Gowan,-115.161516,36.225403
90,1654,SN1654,SB Martin L King after Gowan,-115.161711,36.224191
90,1656,SN1656,NB Martin L King after Helen,-115.160761,36.206084
90,1657,SN1657,SB Martin L King after Helen,-115.161007,36.20545
90,1658,SN1658,NB Martin L King after Jimmy,-115.160678,36.193871
90,1659,SN1659,NB Martin L King after June,-115.160836,36.208976
90,1660,SN1660,SB Martin L King after June,-115.161075,36.208068
90,1661,SN1661,NB Martin L King after Lake Mead,-115.160636,36.196237
90,1662,SN1662,SB Martin L King after Lake Mead,-115.160994,36.194696
90,1664,SN1664,NB Martin L King after Madison,-115.160738,36.184114
90,1666,SN1666,SB Martin L King after U.S. 95,-115.160948,36.172577
90,1667,SN1667,NB Martin L King after Owens,-115.160697,36.188983
90,1669,SN1669,NB Martin L King after Symphony Prk,-115.160704,36.172054
90,1670,SN1670,SB Martin L King after Ramble Ridge,-115.161984,36.229248
90,1671,SN1671,NB Martin L King after Rev Wilson,-115.160919,36.211747
90,1672,SN1672,SB Martin L King before Metro Plaza,-115.160916,36.169148
90,1674,SN1674,NB Mrtn L King at 301 S Mrtn L King,-115.160733,36.169353
90,1675,SN1675,NB Martin L King after Washington,-115.160715,36.181537
90,1676,SN1676,SB Martin L King after Washington,-115.16104,36.179894
90,1677,SN1677,NB Martin L King after Watercreek,-115.161691,36.228664
90,1682,SN1682,NB Main after Bonanza,-115.142299,36.17774
90,1683,SN1683,SB Main after Bonanza,-115.143483,36.176277
90,1685,SN1685,SB Main after Bridger,-115.148194,36.169076
90,1695,SN1695,NB Main after Las Vegas,-115.154177,36.149431
90,1700,SN1700,NB Main after Stewart,-115.144439,36.174483
90,1701,SN1701,SB Main after Washington,-115.140848,36.180389
90,1702,SN1702,NB Main before Utah,-115.153888,36.152951
90,1715,SN1715,NB Maryland before Vegas Valley,-115.136756,36.1356
90,1718,SN1718,NB Maryland after Bonanza,-115.13041,36.17468
90,1719,SN1719,SB Maryland after Bonanza,-115.13078,36.173617
90,1720,SN1720,NB Maryland after Bonita,-115.136889,36.148993
90,1721,SN1721,NB Maryland before Katie,-115.137457,36.118524
90,1724,SN1724,SB Maryland after Bridger,-115.134444,36.163231
90,1725,SN1725,NB Maryland after Cashman,-115.127439,36.17809
90,1726,SN1726,NB Maryland before Charleston,-115.136811,36.158141
90,1727,SN1727,SB Maryland after Charleston,-115.137071,36.158173
90,1730,SN1730,SB Maryland after Cottage Grove,-115.137745,36.110863
90,1732,SN1732,SB Maryland after Desert Inn,-115.137094,36.128897
90,1733,SN1733,NB Maryland after Flamingo,-115.137684,36.115406
90,1734,SN1734,SB Maryland before Flamingo,-115.137937,36.115796
90,1735,SN1735,SB Maryland after Flamingo,-115.137948,36.113688
90,1736,SN1736,SB Maryland after Franklin,-115.137151,36.154156
90,1737,SN1737,NB Maryland before Franklin,-115.136873,36.15392
90,1739,SN1739,SB Maryland before Carson,-115.133206,36.165129
90,1740,SN1740,NB Maryland after Hacienda,-115.136726,36.09396
90,1741,SN1741,SB Maryland after Hacienda,-115.136984,36.093292
90,1742,SN1742,NB Maryland after Harmon,-115.137316,36.108627
90,1743,SN1743,SB Maryland after Harmon,-115.137485,36.107207
90,1746,SN1746,SB Maryland after Karen,-115.137022,36.139599
90,1747,SN1747,NB Maryland after Katie,-115.137336,36.12101
90,1748,SN1748,SB Maryland after Katie,-115.137688,36.11975
90,1749,SN1749,NB Maryland after Karen,-115.136745,36.141288
90,1752,SN1752,NB Maryland after Mesquite,-115.129719,36.171405
90,1753,SN1753,SB Maryland after Mesquite,-115.130031,36.170666
90,1755,SN1755,SB Maryland after Oakey,-115.137161,36.15068
90,1756,SN1756,NB Maryland before Rawhide,-115.136731,36.089637
90,1758,SN1758,NB Maryland after Reno,-115.136724,36.097941
90,1759,SN1759,SB Maryland after Reno,-115.137019,36.096879
90,1760,SN1760,NB Maryland after Rochelle,-115.137519,36.111515
90,1762,SN1762,WB Maryland after Sagman,-115.127627,36.178337
90,1763,SN1763,NB Maryland after Sahara,-115.1369,36.144903
90,1764,SN1764,SB Maryland after Sahara,-115.13706,36.143044
90,1766,SN1766,NB Maryland before Desert Inn,-115.136805,36.1291
90,1767,SN1767,SB Maryland after Sierra Vista,-115.137255,36.126491
90,1768,SN1768,NB Maryland before Sierra Vista,-115.137009,36.126055
90,1769,SN1769,SB Maryland after St Louis,-115.137168,36.147454
90,1770,SN1770,NB 13th after Stewart,-115.12969,36.168473
90,1771,SN1771,SB Maryland before Ogden,-115.131697,36.167427
90,1772,SN1772,SB Maryland before Desert Inn,-115.137021,36.132388
90,1773,SN1773,NB Maryland at Sunrise Hospital,-115.136759,36.132146
90,1774,SN1774,NB Maryland before Tropicana,-115.136732,36.100458
90,1775,SN1775,SB Maryland after Tropicana,-115.137072,36.099884
90,1776,SN1776,NB Maryland after Twain,-115.137218,36.122648
90,1777,SN1777,SB Maryland after Twain,-115.137614,36.12151
90,1778,SN1778,NB Maryland after University,-115.137035,36.104918
90,1779,SN1779,SB Maryland after University,-115.137225,36.103468
90,1780,SN1780,NB Maryland after Vegas Valley,-115.136756,36.137826
90,1781,SN1781,SB Maryland after Vegas Valley,-115.137022,36.136694
90,1783,SN1783,WB Maryland before Wilson,-115.13078,36.176537
90,1785,SN1785,McCarran Airprt Zero Lvl On Proprty,-115.147959,36.085359
90,1788,SN1788,NB McLeod after Desert Inn,-115.109619,36.13049
90,1789,SN1789,SB McLeod after Scarlet Oak,-115.109992,36.147153
90,1790,SN1790,NB McLeod before Sahara,-115.10979,36.143117
90,1791,SN1791,SB McLeod after Karen,-115.109983,36.140154
90,1792,SN1792,NB McLeod before Palora,-115.109658,36.133169
90,1793,SN1793,NB McLeod after Sahara,-115.10983,36.144739
90,1794,SN1794,SB McLeod after Sahara,-115.110001,36.143524
90,1795,SN1795,NB McLeod after Scarlet Oak,-115.109837,36.147638
90,1796,SN1796,SB McLeod after Schaffer,-115.10992,36.132876
90,1797,SN1797,NB McLeod before Hebard,-115.10977,36.138376
90,1798,SN1798,SB McLeod after Vegas Valley,-115.109931,36.136666
90,1799,SN1799,WB Meadows before Decatur,-115.201612,36.170275
90,1800,SN1800,WB Meadows at Meadows Mall,-115.196976,36.17024
90,1801,SN1801,EB Meadows after Decatur,-115.205067,36.169997
90,1819,SN1819,WB Tropicana after Andover,-115.054369,36.100609
90,1820,SN1820,SB Stephanie before Tropicana,-115.046389,36.101039
90,1821,SN1821,SB Mohawk after Lake Mead,-114.96194,36.062349
90,1835,SN1835,NB Nellis after Gowan,-115.06201,36.22661
90,1836,SN1836,SB Nellis at 401 N. Nellis,-115.062309,36.170627
90,1837,SN1837,NB Nellis before Las Vegas,-115.061998,36.233447
90,1838,SN1838,SB Nellis at 3909 N. Nellis,-115.062338,36.231767
90,1839,SN1839,NB Nellis after Alto,-115.06207,36.211697
90,1840,SN1840,SB Nellis after Alto,-115.0624,36.21025
90,1841,SN1841,NB Nellis across from St Louis,-115.065295,36.149115
90,1842,SN1842,SB Nellis after Baltimore,-115.06564,36.146748
90,1843,SN1843,NB Nellis after Bel Port,-115.062062,36.162913
90,1844,SN1844,SB Nellis after Sun Valley,-115.064288,36.104271
90,1847,SN1847,NB Nellis after Bonanza,-115.062037,36.174998
90,1848,SN1848,SB Nellis after Bonanza,-115.062303,36.17359
90,1849,SN1849,NB Nellis after Boulder,-115.064527,36.114277
90,1850,SN1850,SB Nellis after Boulder,-115.06474,36.11231
90,1851,SN1851,NB Nellis before LV RV resort,-115.06472,36.118468
90,1852,SN1852,SB Nellis at Siegel Suites,-115.065039,36.118128
90,1853,SN1853,NB Nellis after Carey,-115.06203,36.20418
90,1854,SN1854,SB Nellis after Carey,-115.062349,36.202839
90,1855,SN1855,NB Nellis after Cecile,-115.06205,36.21489
90,1856,SN1856,SB Nellis after Cecile,-115.062388,36.214329
90,1857,SN1857,NB Nellis after Charleston,-115.062163,36.15952
90,1858,SN1858,SB Nellis after Charleston,-115.062452,36.158356
90,1859,SN1859,NB Nellis after Cheyenne,-115.06203,36.2191
90,1860,SN1860,SB Nellis after Cheyenne,-115.062369,36.21758
90,1861,SN1861,SB Nellis after Chicago,-115.065607,36.150118
90,1862,SN1862,NB Nellis after Desert Inn,-115.065199,36.130407
90,1863,SN1863,SB Nellis after Desert Inn,-115.065509,36.12916
90,1864,SN1864,SB Nellis after Desert Winds MHP,-115.062338,36.22942
90,1865,SN1865,NB Nellis after I,-115.061998,36.229467
90,1866,SN1866,NB Nellis after Dunes Circle,-115.062018,36.221357
90,1868,SN1868,SB Nellis before Vegas Valley,-115.06568,36.139897
90,1869,SN1869,SB Nellis before Flamingo,-115.06496,36.11596
90,1871,SN1871,SB Nellis after Gowan,-115.062349,36.224827
90,1872,SN1872,NB Nellis before Happy Valley,-115.065281,36.13311
90,1873,SN1873,SB Nellis after Happy Valley,-115.06562,36.132897
90,1874,SN1874,NB Nellis after Harmon,-115.064227,36.108
90,1875,SN1875,NB Nellis after Harris,-115.06203,36.17852
90,1876,SN1876,SB Nellis after Harris,-115.06236,36.17712
90,1877,SN1877,NB Nellis after Judson,-115.06201,36.200339
90,1878,SN1878,SB Nellis after Judson,-115.062338,36.199588
90,1879,SN1879,NB Nellis after Kell,-115.062018,36.192978
90,1880,SN1880,SB Nellis after Kell,-115.06236,36.191859
90,1881,SN1881,NB Nellis after Las Vegas,-115.062011,36.237081
90,1882,SN1882,SB Nellis after Las Vegas,-115.062338,36.234839
90,1883,SN1883,NB Nellis after Lake Mead,-115.06201,36.196639
90,1884,SN1884,SB Nellis after Lake Mead,-115.062286,36.195567
90,1885,SN1885,NB Nellis after Monroe,-115.062037,36.185409
90,1886,SN1886,SB Nellis after Monroe,-115.062369,36.18453
90,1887,SN1887,NB Nellis before Tyndall,-115.06201,36.223677
90,1888,SN1888,SB Nellis before Cheyenne,-115.062309,36.222038
90,1890,SN1890,NB Nellis after Owens,-115.062055,36.189591
90,1891,SN1891,SB Nellis after Owens,-115.062328,36.188441
90,1892,SN1892,SB Nellis after Pancho Villa,-115.064597,36.109389
90,1894,SN1894,NB Nellis after Sahara,-115.065305,36.144967
90,1895,SN1895,SB Nellis after Sahara,-115.065621,36.143751
90,1896,SN1896,SB Nellis after Silverado Dr,-115.064147,36.094868
90,1897,SN1897,NB Nellis after Spyglass Hill,-115.065337,36.142
90,1898,SN1898,SB Nellis before Charleston,-115.062408,36.161909
90,1899,SN1899,NB Nellis after Stewart,-115.061925,36.167202
90,1900,SN1900,SB Nellis after Stewart,-115.062249,36.165815
90,1901,SN1901,NB Nellis after Sun Valley,-115.06412,36.105119
90,1902,SN1902,NB Nellis after Tropicana,-115.063848,36.101108
90,1903,SN1903,SB Nellis after Tropicana,-115.064076,36.099733
90,1904,SN1904,NB Nellis after Twain,-115.06494,36.122798
90,1905,SN1905,SB Nellis after Twain,-115.06523,36.12171
90,1906,SN1906,NB Nellis after Vegas Valley,-115.065376,36.13789
90,1907,SN1907,SB Nellis after Vegas Valley,-115.06572,36.13636
90,1908,SN1908,NB Nellis after Vista Flora,-115.06509,36.126629
90,1909,SN1909,SB Nellis after Vista Flora,-115.06539,36.12589
90,1911,SN1911,NB Nellis after Washington,-115.062052,36.182191
90,1912,SN1912,SB Nellis after Washington,-115.062319,36.180697
90,1913,SN1913,NB Nellis after Winterwood,-115.06357,36.154239
90,1915,SN1915,WB Nevada after Elm,-114.842619,35.97399
90,1916,SN1916,EB Boulder City after Gingerwood,-114.860318,35.968297
90,1917,SN1917,WB Boulder City after Gingerwood,-114.861109,35.968648
90,1918,SN1918,WB Nevada after Birch,-114.839727,35.975609
90,1975,SN1975,EB Harrison after D,-115.146738,36.187988
90,1976,SN1976,WB Owens after D,-115.148098,36.188549
90,1978,SN1978,WB Owens after H,-115.153109,36.188537
90,1979,SN1979,EB Owens before H,-115.15252,36.188289
90,1980,SN1980,EB Owens after J,-115.155839,36.188318
90,1981,SN1981,WB Owens after J,-115.156958,36.188579
90,1982,SN1982,EB Owens after N,-115.159647,36.188338
90,1983,SN1983,EB Owens after 21st,-115.119909,36.188358
90,1984,SN1984,EB Owens across from Ruben Diaz Ele,-115.075497,36.188358
90,1985,SN1985,EB Owens after Arthur,-115.110617,36.188269
90,1989,SN1989,EB Owens after Bruce,-115.124387,36.188338
90,1990,SN1990,WB Owens after Bruce,-115.12571,36.188549
90,1993,SN1993,WB Owens after Civic Center,-115.116567,36.188588
90,1994,SN1994,EB Owens after Davis,-115.137588,36.188338
90,1995,SN1995,WB Owens after Davis,-115.138198,36.188579
90,1997,SN1997,EB Owens after Eastern,-115.114902,36.188384
90,1998,SN1998,EB Owens before Vegasgreen,-115.082888,36.188318
90,1999,SN1999,WB Owens before Walnut,-115.088069,36.18849
90,2002,SN2002,EB Owens before Hoover,-115.127567,36.188329
90,2003,SN2003,WB Owens after Hoover,-115.128677,36.188537
90,2004,SN2004,EB Owens before Las Vegas,-115.134422,36.188347
90,2005,SN2005,WB Owens after Las Vegas,-115.13468,36.188529
90,2006,SN2006,EB Owens after Lamb,-115.078737,36.188378
90,2007,SN2007,WB Owens after Lamont,-115.06716,36.188748
90,2012,SN2012,WB Owens after Marion,-115.071477,36.188599
90,2013,SN2013,EB Owens before Nellis,-115.066488,36.188537
90,2014,SN2014,WB Owens before McDaniels,-115.120347,36.188568
90,2015,SN2015,EB Owens after Mojave,-115.106468,36.188189
90,2017,SN2017,WB Owens before Nellis,-115.061179,36.188958
90,2019,SN2019,WB Owens after Nellis,-115.06275,36.188919
90,2021,SN2021,WB Owens after James,-115.106408,36.188397
90,2022,SN2022,EB Owens after Palmer,-115.102229,36.1881
90,2023,SN2023,WB Owens after Patricia,-115.112039,36.18851
90,2024,SN2024,EB Owens after Pecos,-115.097759,36.18802
90,2025,SN2025,WB Owens after Pecos,-115.099029,36.188238
90,2026,SN2026,EB Owens after Sandhill,-115.088328,36.188218
90,2028,SN2028,WB Owens after Stevens,-115.092769,36.188397
90,2029,SN2029,EB Owens after Stevens,-115.091798,36.188147
90,2032,SN2032,EB Owens after Thata,-115.071657,36.188349
90,2033,SN2033,WB Owens before Lamb,-115.076865,36.188619
90,2043,SN2043,SB Palm after Charleston,-115.101221,36.158112
90,2044,SN2044,SB Palm after Olive,-115.101121,36.154004
90,2045,SN2045,NB Palm before Olive,-115.100908,36.154228
90,2056,SN2056,SB Paradise before Sahara,-115.154323,36.144961
90,2058,SN2058,SB Paradise after Corporate,-115.155069,36.117915
90,2059,SN2059,SB Paradise after Desert Inn,-115.154991,36.128798
90,2061,SN2061,SB Paradise after Flamingo,-115.153908,36.113658
90,2062,SN2062,SB Paradise after Gus Giuffre,-115.148821,36.09718
90,2063,SN2063,SB Paradise before Harmon,-115.152867,36.110145
90,2064,SN2064,SB Paradise after Harmon,-115.152036,36.107581
90,2065,SN2065,SB Paradise after Naples,-115.151239,36.105001
90,2066,SN2066,SB Paradise after Elvis Presley,-115.154977,36.134836
90,2067,SN2067,NB Paradise before St Louis,-115.153301,36.146218
90,2069,SN2069,SB Paradise after Sahara,-115.154935,36.142296
90,2070,SN2070,SB Paradise after Sands,-115.155134,36.120237
90,2071,SN2071,SB Paradise before Edison,-115.155064,36.12535
90,2072,SN2072,SB Paradise before Tropicana,-115.150364,36.102179
90,2073,SN2073,SB Paradise before Elvis Presley,-115.154926,36.139033
90,2078,SN2078,WB Patrick after Caballo,-115.050963,36.078378
90,2079,SN2079,WB Patrick after Stephanie,-115.045973,36.078461
90,2083,SN2083,SB Pecos after Alto,-115.098628,36.210404
90,2085,SN2085,NB Pecos before Stewart,-115.098058,36.16532
90,2086,SN2086,NB Pecos after Bartlett,-115.098278,36.200599
90,2087,SN2087,SB Pecos after Bartlett,-115.098543,36.199961
90,2089,SN2089,NB Pecos after Bonanza,-115.098109,36.174059
90,2090,SN2090,SB Pecos after Bonanza,-115.098416,36.173027
90,2091,SN2091,NB Pecos after Carey,-115.098298,36.203688
90,2092,SN2092,SB Pecos after Carey,-115.098564,36.202855
90,2093,SN2093,NB Pecos after San Antonio,-115.098338,36.206908
90,2094,SN2094,SB Pecos before Cartier,-115.0986,36.20648
90,2095,SN2095,SB Pecos after Casey,-115.101165,36.095295
90,2096,SN2096,NB Pecos after Charleston,-115.100908,36.15933
90,2097,SN2097,SB Pecos before Aristos,-115.098703,36.216871
90,2098,SN2098,SB Pecos after Colton,-115.098728,36.220779
90,2099,SN2099,NB Pecos at Cedar Drainage Trail,-115.098079,36.170072
90,2100,SN2100,SB Pecos after Cedar Drainage Trail,-115.098365,36.169544
90,2101,SN2101,NB Pecos before Flamingo,-115.100709,36.114447
90,2105,SN2105,NB Pecos after Geist,-115.098369,36.212658
90,2106,SN2106,SB Pecos after Gowan,-115.098793,36.224352
90,2107,SN2107,NB Pecos after Hacienda,-115.100859,36.094239
90,2108,SN2108,SB Pecos after Hacienda,-115.101153,36.092778
90,2109,SN2109,NB Pecos after Harmon,-115.100569,36.10833
90,2110,SN2110,SB Pecos after Harmon,-115.100853,36.10715
90,2111,SN2111,NB Pecos after Las Vegas,-115.098408,36.21532
90,2112,SN2112,NB Pecos after Lake Mead,-115.098249,36.196539
90,2113,SN2113,SB Pecos after Lake Mead,-115.098509,36.19514
90,2114,SN2114,SB Pecos after Las Vegas,-115.098702,36.213893
90,2115,SN2115,NB Pecos after Madama,-115.098169,36.185316
90,2116,SN2116,SB Pecos after Milenko,-115.100904,36.110366
90,2117,SN2117,NB Pecos after Mojave,-115.106327,36.123377
90,2118,SN2118,NB Pecos after Owens,-115.098178,36.18882
90,2119,SN2119,SB Pecos after Owens,-115.098483,36.187657
90,2120,SN2120,SB Pecos after Brookfield,-115.101127,36.090464
90,2121,SN2121,NB Pecos after Patrick,-115.1008,36.079779
90,2122,SN2122,SB Pecos after Patrick,-115.101077,36.078345
90,2123,SN2123,NB Pecos after Post,-115.100768,36.076967
90,2124,SN2124,SB Pecos after Pepper,-115.101043,36.07593
90,2125,SN2125,NB Pecos at Perliter,-115.098209,36.19239
90,2126,SN2126,SB Pecos after Perliter,-115.098485,36.192081
90,2127,SN2127,NB Pecos after Rawhide,-115.100839,36.090349
90,2128,SN2128,NB Pecos after Reno,-115.100888,36.097689
90,2130,SN2130,NB Pecos after Rochelle,-115.100683,36.111765
90,2131,SN2131,NB Pecos after Russell,-115.10082,36.087047
90,2132,SN2132,SB Pecos after Russell,-115.10111,36.085605
90,2133,SN2133,NB Pecos after Sunrise,-115.099049,36.162477
90,2134,SN2134,SB Pecos after Stewart,-115.098341,36.165675
90,2135,SN2135,SB Pecos after Sunrise,-115.100223,36.161746
90,2136,SN2136,NB Pecos after Sunset,-115.1007,36.07288
90,2137,SN2137,NB Pecos after Tompkins,-115.100689,36.104549
90,2138,SN2138,SB Pecos after Tompkins,-115.101048,36.103106
90,2139,SN2139,NB Pecos after Tropicana,-115.100879,36.100669
90,2140,SN2140,SB Pecos after Tropicana,-115.101184,36.099406
90,2141,SN2141,NB Pecos after Saddle,-115.100896,36.117582
90,2142,SN2142,NB Pecos after Washington,-115.098138,36.18135
90,2143,SN2143,SB Pecos after Washington,-115.098447,36.180396
90,2144,SN2144,SB Pecos McLeod Int after Desrt Inn,-115.109941,36.128999
90,2145,SN2145,SB Pecos after McLeod,-115.108418,36.124767
90,2146,SN2146,SB Pecos before Mojave,-115.105334,36.12223
90,2165,SN2165,SB Pueblo after Kirk,-114.959009,36.053348
90,2178,SN2178,SB Rainbow after Accent,-115.242358,36.239584
90,2179,SN2179,NB Rainbow after Alexander,-115.242191,36.233559
90,2180,SN2180,SB Rainbow after Alexander,-115.242427,36.231903
90,2181,SN2181,NB Rainbow after Alta,-115.244102,36.166941
90,2182,SN2182,SB Rainbow after Alta,-115.244469,36.165939
90,2183,SN2183,SB Rainbow after Ann,-115.242527,36.262566
90,2185,SN2185,NB Rainbow after Buckskin,-115.242199,36.222372
90,2186,SN2186,NB Rainbow after Charleston,-115.243566,36.159959
90,2187,SN2187,SB Rainbow after Charleston,-115.243867,36.158408
90,2188,SN2188,NB Rainbow after Cheyenne,-115.242195,36.218605
90,2189,SN2189,SB Rainbow after Cheyenne,-115.24243,36.217347
90,2190,SN2190,SB Rainbow after Palmyra,-115.243137,36.132773
90,2192,SN2192,NB Rainbow after Del Rey,-115.243344,36.155811
90,2193,SN2193,SB Rainbow after Del Rey,-115.243678,36.154912
90,2194,SN2194,NB Rainbow after Desert Inn,-115.242821,36.130188
90,2195,SN2195,SB Rainbow after Desert Inn,-115.243163,36.12884
90,2196,SN2196,NB Rainbow after Edna,-115.242768,36.137494
90,2197,SN2197,NB Rainbow after Eldora,-115.242759,36.141155
90,2198,SN2198,NB Rainbow after Endora,-115.242802,36.118696
90,2199,SN2199,SB Rainbow after Endora,-115.243137,36.117713
90,2200,SN2200,NB Rainbow after Flamingo,-115.242793,36.115383
90,2201,SN2201,SB Rainbow after Flamingo,-115.243129,36.113531
90,2202,SN2202,NB Rainbow after Gazelle,-115.242204,36.193013
90,2204,SN2204,NB Rainbow after Gowan,-115.242213,36.225985
90,2207,SN2207,SB Rainbow after Hacienda,-115.243102,36.091797
90,2208,SN2208,SB Rainbow before Charleston,-115.244019,36.161132
90,2209,SN2209,NB Rainbow before Alta,-115.24391,36.163465
90,2210,SN2210,NB Rainbow after Lake Mead,-115.241887,36.196526
90,2211,SN2211,SB Rainbow after Lake Mead,-115.242406,36.194403
90,2213,SN2213,NB Rainbow after Light Breeze,-115.242193,36.216703
90,2214,SN2214,SB Rainbow after Light Breeze,-115.242406,36.215033
90,2217,SN2217,SB Rainbow after OBannon,-115.243281,36.147311
90,2218,SN2218,NB Rainbow before Oakey,-115.242975,36.148755
90,2219,SN2219,NB Rainbow after Oakey,-115.243163,36.152405
90,2220,SN2220,SB Rainbow after Oakey,-115.243466,36.150976
90,2222,SN2222,NB Rainbow after Palmyra,-115.242791,36.133813
90,2223,SN2223,NB Rainbow after Peak,-115.242185,36.211327
90,2224,SN2224,SB Rainbow after Peak,-115.242391,36.210149
90,2225,SN2225,SB Rainbow after Red Coach,-115.242348,36.243418
90,2226,SN2226,NB Rainbow after Riverdale,-115.242215,36.230275
90,2227,SN2227,SB Rainbow after Riverdale,-115.242415,36.229585
90,2228,SN2228,NB Rainbow after Sahara,-115.242798,36.145465
90,2229,SN2229,SB Rainbow after Sahara,-115.24309,36.14347
90,2230,SN2230,NB Rainbow after Silverstream,-115.242172,36.179313
90,2231,SN2231,NB Rainbow after Smoke Ranch,-115.242182,36.20407
90,2232,SN2232,SB Rainbow after Smoke Ranch,-115.2424,36.202831
90,2233,SN2233,SB Rainbow after Snake River,-115.242459,36.257915
90,2234,SN2234,NB Rainbow after Spring Mountain,-115.24282,36.126945
90,2235,SN2235,SB Rainbow after Spring Mountain,-115.243152,36.124646
90,2236,SN2236,NB Rainbow at 4252 S. Rainbow,-115.242809,36.111712
90,2237,SN2237,SB Rainbow after Spring Valley S.,-115.243228,36.102657
90,2239,SN2239,SB Rainbow after Spring Valley N.,-115.243163,36.10998
90,2241,SN2241,SB Rainbow after Eldora,-115.243101,36.140145
90,2242,SN2242,SB Rainbow after Welcome,-115.242395,36.253851
90,2245,SN2245,SB Rainbow after Tropicana,-115.243239,36.098852
90,2247,SN2247,NB Rainbow after Twain,-115.242812,36.122504
