record type,bus stop id,bus stop short name,bus stop long name,longitude,latitude
90,3171,SN3171,EB Westcliff after Cimarron,-115.267417,36.17382
90,3173,SN3173,EB Westcliff before Charles Turk,-115.271607,36.17374
90,3174,SN3174,EB Westcliff before Buffalo,-115.262709,36.173887
90,3212,SN3212,SB Martin L King before Vegas,-115.161034,36.189308
90,3215,SN3215,NB Rainbow after Hacienda,-115.24278,36.092976
90,3216,SN3216,NB Rainbow at Spanish Palms Condos,-115.242815,36.09466
90,3217,SN3217,NB Rainbow after Tropicana,-115.242915,36.100325
90,3218,SN3218,NB Rainbow after Spring Valley,-115.242878,36.104003
90,3219,SN3219,NB Rainbow after Balzar,-115.242182,36.200016
90,3220,SN3220,SB Rainbow after Balzar,-115.24239,36.19934
90,3221,SN3221,SB Rainbow before Dewey,-115.243042,36.088838
90,3222,SN3222,NB Jones after Harmon,-115.224832,36.107865
90,3223,SN3223,SB Simmons after San Miguel,-115.180289,36.235358
90,3225,SN3225,SB Decatur after Harmon,-115.208184,36.10765
90,3226,SN3226,SB Decatur after Tropicana,-115.208151,36.100217
90,3227,SN3227,SB Decatur after Reno,-115.208131,36.096906
90,3234,SN3234,NB Decatur after Hacienda,-115.207761,36.094028
90,3236,SN3236,NB Decatur after Bell,-115.207804,36.099361
90,3237,SN3237,SB Valley View after La Pasada,-115.190884,36.147266
90,3242,SN3242,NB Rancho after Riverside,-115.18331,36.185785
90,3245,SN3245,SB Rancho after Sunset,-115.187819,36.190259
90,3251,SN3251,WB Silverado Ranch after Eastern,-115.119489,36.013488
90,3252,SN3252,WB Silverado Ranch before Spencer,-115.12432,36.013479
90,3253,SN3253,NB Spencer after Silverado Ranch,-115.12762,36.01402
90,3254,SN3254,NB Spencer before Richmar,-115.12754,36.01648
90,3255,SN3255,EB Serene after Spencer,-115.12672,36.020447
90,3256,SN3256,EB Serene after Vasto,-115.12358,36.02044
90,3257,SN3257,NB Eastern after Parker James,-115.118298,36.030506
90,3258,SN3258,NB Eastern after Wigwam,-115.11822,36.035478
90,3259,SN3259,NB Eastern after Shenandoah,-115.11817,36.039089
90,3260,SN3260,NB Eastern after Windmill,-115.118102,36.043087
90,3261,SN3261,SB Eastern after Ford,-115.11857,36.030702
90,3262,SN3262,SB Eastern after Serene,-115.118814,36.019902
90,3263,SN3263,NB Pecos after Windmill,-115.100139,36.04287
90,3265,SN3265,NB Pecos after Robindale,-115.100139,36.050279
90,3266,SN3266,NB Pecos after Millcroft,-115.100168,36.054458
90,3267,SN3267,NB Pecos after Warm Springs,-115.100219,36.057598
90,3268,SN3268,NB Pecos after Twain,-115.104948,36.12226
90,3269,SN3269,NB Pecos after Gowan,-115.098484,36.225572
90,3270,SN3270,NB Pecos before Alexander,-115.098539,36.231959
90,3272,SN3272,EB Warm Springs after Julia,-115.041367,36.056142
90,3274,SN3274,SB Pecos after Craig,-115.097451,36.239412
90,3275,SN3275,SB Pecos after Alexander,-115.09886,36.23174
90,3277,SN3277,SB Green Valley before Wigwam,-115.082959,36.037895
90,3282,SN3282,NB Pecos after Wigwam,-115.100048,36.03472
90,3283,SN3283,NB Pecos before Windmill,-115.100099,36.038698
90,3298,SN3298,NB Green Valley after Windmill,-115.082099,36.042609
90,3299,SN3299,NB Green Valley after Silver Sprngs,-115.082307,36.050319
90,3300,SN3300,NB Green Valley after Legacy,-115.083,36.054438
90,3301,SN3301,NB Green Valley after Warm Springs,-115.084439,36.057419
90,3302,SN3302,NB Green Valley after Lone Pine,-115.084679,36.061418
90,3303,SN3303,NB Green Valley after La Mesa,-115.083559,36.0641
90,3304,SN3304,NB Green Valley after High View,-115.082304,36.067496
90,3334,SN3334,SB Eastern after Windmill,-115.118409,36.041626
90,3335,SN3335,SB Eastern after Shelbourne,-115.118456,36.038137
90,3343,SN3343,SB Green Valley after Pebble,-115.086475,36.02968
90,3348,SN3348,EB Boulder City at Red Mtn Plaza,-114.857688,35.968807
90,3349,SN3349,WB Boulder City at Marshall Plaza,-114.857699,35.969078
90,3353,SN3353,WB Flamingo after Tenaya,-115.253068,36.114708
90,3354,SN3354,WB Flamingo after Raintree,-115.25615,36.11477
90,3355,SN3355,WB Flamingo after Buffalo,-115.26249,36.114858
90,3356,SN3356,WB Flamingo after Miller,-115.26591,36.114794
90,3363,SN3363,WB Sahara after Lucerne,-115.072751,36.14445
90,3365,SN3365,EB Spring Mountain after Buffalo,-115.260052,36.125443
90,3366,SN3366,EB Spring Mountain after Tenaya,-115.249994,36.12558
90,3367,SN3367,EB Spring Mtn after Montessouri,-115.247055,36.125611
90,3368,SN3368,WB Spring Mtn before Montessouri,-115.246595,36.125806
90,3369,SN3369,WB Sahara after Fort Apache,-115.29853,36.144571
90,3370,SN3370,WB Sahara at 9560 W. Sahara,-115.302959,36.144571
90,3379,SN3379,WB Sahara after Nellis,-115.065931,36.144419
90,3381,SN3381,WB Sahara after Durango,-115.279651,36.144257
90,3382,SN3382,WB Sahara after Canyon Gate,-115.283222,36.144261
90,3383,SN3383,WB Sahara after Crystal Water,-115.28839,36.144271
90,3389,SN3389,EB Charleston after Apple,-115.301985,36.158874
90,3390,SN3390,EB Charleston before Fort Apache,-115.295103,36.158891
90,3392,SN3392,EB Charleston before 8th,-115.143514,36.158727
90,3394,SN3394,EB Sahara after Pioneer,-115.255933,36.143652
90,3395,SN3395,SB Tree Line after Charleston,-115.039969,36.158765
90,3396,SN3396,SB Tree Line after Grape Blossom,-115.03812,36.154491
90,3397,SN3397,SB Tree Line after American Beauty,-115.034434,36.150947
90,3399,SN3399,NB Sloan after Sahara,-115.047144,36.145452
90,3402,SN3402,WB Charleston before Antelope,-115.250114,36.15922
90,3403,SN3403,WB Charleston after Buffalo,-115.263019,36.159201
90,3405,SN3405,WB Charleston after Cimarron,-115.272461,36.159183
90,3406,SN3406,WB Charleston before Heavenly Hills,-115.277036,36.159174
90,3413,SN3413,WB Sahara before Pioneer,-115.255297,36.143981
90,3418,SN3418,SB Eastern after Wigwam,-115.118571,36.034332
90,3419,SN3419,WB Bonanza after Ute,-115.061027,36.17421
90,3420,SN3420,SB Green Valley after Windmill,-115.082403,36.042817
90,3422,SN3422,EB Vegas after Buffalo,-115.25953,36.188659
90,3426,SN3426,WB Lake Mead before Buffalo,-115.256998,36.196217
90,3427,SN3427,SB Green Valley after Wigwam,-115.085042,36.034049
90,3434,SN3434,WB Lake Mead after Van Wagenen,-115.001108,36.035371
90,3438,SN3438,EB Lake Mead after Industrial Park,-115.00313,36.034776
90,3439,SN3439,EB Lake Mead after Water,-114.986412,36.036925
90,3464,SN3464,NB Stephanie after Trail Canyon,-115.046471,36.045337
90,3465,SN3465,WB Warm Springs after Heavenly View,-115.09129,36.056889
90,3466,SN3466,EB Cheyenne after Coleman,-115.17444,36.2175
90,3467,SN3467,EB Cheyenne after Lincoln,-115.083774,36.217571
90,3468,SN3468,WB Cheyenne before Lincoln,-115.084237,36.217817
90,3469,SN3469,WB Cheyenne after Coleman,-115.175347,36.21778
90,3470,SN3470,WB Cheyenne after Durango,-115.279408,36.21875
90,3471,SN3471,WB Cheyenne after Chelmsford,-115.287248,36.218737
90,3473,SN3473,EB Gowan after Fort Apache,-115.296705,36.226042
90,3474,SN3474,EB Gowan after Campbell,-115.29208,36.226078
90,3475,SN3475,EB Gowan after El Capitan,-115.287553,36.226065
90,3476,SN3476,EB Gowan before Durango,-115.283441,36.226089
90,3477,SN3477,EB Gowan after Windy Bluff,-115.272518,36.22593
90,3502,SN3502,EB Craig after Pecos,-115.096598,36.240098
90,3503,SN3503,EB Craig before Walnut,-115.089755,36.240202
90,3508,SN3508,WB Craig after Lamb,-115.08097,36.240577
90,3509,SN3509,WB Craig before Mitchell,-115.096205,36.240396
90,3584,SN3584,WB Pinto after Martin L King,-115.162916,36.164358
90,3590,SN3590,SB Las Vegas at Bellagio,-115.17324,36.110565
90,3591,SN3591,WB Craig after Walnut,-115.090263,36.240468
90,3598,SN3598,NB Eastern after I 215 West,-115.118285,36.0254
90,3617,SN3617,SB Eastern after Pebble,-115.118629,36.027135
90,3620,SN3620,EB Charleston after Fort Apache,-115.290585,36.158878
90,3622,SN3622,EB Charleston after Odette,-115.286532,36.158941
90,3626,SN3626,WB Warm Springs before Annabelle,-115.050137,36.05632
90,3640,SN3640,EB Washington after Chabot,-115.195493,36.181041
90,3641,SN3641,NB Sloan after Whispering Pines,-115.047213,36.15571
90,3642,SN3642,SB Rancho before Decatur,-115.207169,36.211475
90,3643,SN3643,NB Rancho after Torrey Pines,-115.235646,36.243136
90,3644,SN3644,WB Cheyenne after Valley,-115.19833,36.217522
90,3645,SN3645,EB Cheyenne before Valley,-115.19778,36.217277
90,3651,SN3651,WB Lake Mead before Victor,-115.176008,36.19752
90,3654,SN3654,WB Owens before Linnbaker,-115.084289,36.188557
90,3655,SN3655,NB Eastern after Pebble,-115.11828,36.028256
90,3657,SN3657,SB Lamb before Alto,-115.080312,36.211524
90,3658,SN3658,NB Lamb after Cecile,-115.08,36.214364
90,3660,SN3660,SB Gibson after Warm Springs,-115.028871,36.055761
90,3663,SN3663,WB Cheyenne before Lamb,-115.076158,36.21787
90,3666,SN3666,EB Bonanza before Martin L King,-115.16364,36.17706
90,3676,SN3676,NB Sloan after Ballinger,-115.047189,36.151028
90,3679,SN3679,WB Flamingo after Cimarron,-115.270687,36.114869
90,3681,SN3681,EB Spring Mountain after Durango,-115.277972,36.125773
90,3682,SN3682,EB Spring Mountain after Cimarron,-115.269155,36.125618
90,3684,SN3684,EB Spring Mtn after Spring Shower,-115.264339,36.125531
90,3685,SN3685,WB Gowan before Belmont,-115.10737,36.22519
90,3688,SN3688,SB Civic Center after Seco Adobe,-115.118227,36.221537
90,3689,SN3689,SB Civic Center before Cope,-115.120158,36.218891
90,3690,SN3690,EB Charleston after Hualapai,-115.313179,36.158824
90,3692,SN3692,EB Charleston after Sloan,-115.045216,36.159313
90,3702,SN3702,EB Russell after Montessouri,-115.246879,36.085043
90,3713,SN3713,WB Bonanza after Legion,-115.084328,36.173617
90,3721,SN3721,WB Russell after Rainbow,-115.243361,36.085252
90,3722,SN3722,SB Buffalo after Vegas,-115.26017,36.187979
90,3726,SN3726,NB Durango after Twain,-115.278789,36.12275
90,3727,SN3727,SB Buffalo after Gowan,-115.260702,36.225194
90,3730,SN3730,EB Cheyenne after Buffalo,-115.259651,36.218131
90,3733,SN3733,SB Boulder after Major,-114.970781,36.029254
90,3738,SN3738,SB Boulder after Horizon,-114.953159,36.013568
90,3741,SN3741,EB Flamingo after Pearl,-115.096161,36.115126
90,3744,SN3744,WB Horizon after Boulder,-114.954149,36.013761
90,3772,SN3772,WB Spring Mountain after Tenaya,-115.252961,36.125739
90,3775,SN3775,WB Charleston after Rampart,-115.292139,36.159166
90,3776,SN3776,WB Charleston after Hualapai,-115.315151,36.159104
90,3789,SN3789,WB Washington before Buffalo,-115.257198,36.18147
90,3790,SN3790,EB Washington at 7501 W. Washington,-115.257198,36.18125
90,3798,SN3798,WB Cheyenne after Campbell,-115.293439,36.218718
90,3800,SN3800,EB Sahara after Meyers Ct,-115.264987,36.143617
90,3801,SN3801,WB Sahara at 7980 W. Sahara,-115.265451,36.143929
90,3802,SN3802,SB Decatur after Hacienda,-115.208115,36.092519
90,3805,SN3805,NB Pecos before Wigwam,-115.100159,36.031467
90,3806,SN3806,EB Sahara after Walnut,-115.087163,36.14425
90,3819,SN3819,SB Rampart before Alta,-115.28716,36.16951
90,3825,SN3825,SB Eastern after Silverado Ranch,-115.118975,36.012698
90,3832,SN3832,NB Pecos before Quail,-115.1008,36.083847
90,3835,SN3835,SB Centennial Ctr before Tropical,-115.26825,36.274069
90,3844,SN3844,NB Dean Martin after Blue Diamond,-115.187939,36.042759
90,3853,SN3853,WB Tropicana after Tenaya,-115.252588,36.099858
90,3854,SN3854,WB Tropicana after Buffalo,-115.261797,36.099738
90,3855,SN3855,WB Tropicana after Ragona,-115.267507,36.099889
90,3856,SN3856,WB Tropicana after Santoro,-115.27316,36.100049
90,3861,SN3861,WB Tropicana after Hartfield,-115.258287,36.099749
90,3862,SN3862,WB Tropicana before Durango,-115.277107,36.100139
90,3863,SN3863,NB Durango after Tropicana,-115.27905,36.10082
90,3865,SN3865,NB Durango after Peace,-115.278959,36.108279
90,3866,SN3866,NB Durango after Rochelle,-115.278919,36.11153
90,3867,SN3867,EB Flamingo after Durango,-115.277867,36.11473
90,3872,SN3872,EB Cheyenne before Nellis,-115.063082,36.218154
90,3876,SN3876,EB Flamingo after Gagnier,-115.274047,36.114638
90,3877,SN3877,EB Flamingo after Cimarron,-115.269379,36.114519
90,3878,SN3878,EB Flamingo before Warbonnet,-115.266099,36.114551
90,3884,SN3884,EB Cheyenne before Fountain Falls,-115.184371,36.217436
90,3885,SN3885,WB Cheyenne after Fountain Falls,-115.184655,36.217659
90,3895,SN3895,NB Pecos at 4224 N. Pecos,-115.098568,36.23701
90,3902,SN3902,NB Decatur before Reno,-115.207787,36.097023
90,3907,SN3907,NB Sky Pointe after Tenaya,-115.252666,36.264859
90,3908,SN3908,NB Sky Pointe after Ranch House,-115.260321,36.271247
90,3910,SN3910,WB Craig before Andrews,-115.084931,36.240522
90,3914,SN3914,NB Dean Martin before Warm Springs,-115.183435,36.056409
90,3920,SN3920,EB Spring Mountain before Kids Zone,-115.273552,36.12568
90,3936,SN3936,EB Lake Mead after Rancho,-115.195519,36.200218
90,3937,SN3937,EB Lake Mead at Texas Station,-115.189834,36.198049
90,3940,SN3940,WB Lake Mead after Simmons,-115.179575,36.197569
90,3941,SN3941,WB Lake Mead before Allen,-115.187398,36.197709
90,3942,SN3942,WB Lake Mead before Rancho,-115.195823,36.200462
90,3943,SN3943,WB Craig after Losee,-115.11769,36.239943
90,3944,SN3944,WB Craig after Bruce,-115.125992,36.239847
90,3945,SN3945,WB Craig after 5th,-115.135004,36.239758
90,3946,SN3946,WB Craig after Commerce,-115.144469,36.239688
90,3948,SN3948,WB Craig after Camino Al Norte,-115.16284,36.239619
90,3949,SN3949,WB Craig after Clayton,-115.171578,36.239599
90,3950,SN3950,WB Craig after Coleman,-115.175999,36.239582
90,3951,SN3951,WB Craig after Simmons,-115.180739,36.239599
90,3952,SN3952,WB Craig after Ferrell,-115.185547,36.239565
90,3953,SN3953,WB Craig after Allen,-115.190119,36.239548
90,3954,SN3954,WB Craig after Valley,-115.199138,36.239198
90,3955,SN3955,WB Craig after San Mateo,-115.203539,36.239058
90,3956,SN3956,WB Craig after Decatur,-115.20843,36.238947
90,3957,SN3957,WB Craig after Thom,-115.212505,36.238955
90,3959,SN3959,WB Craig after Camino Del Oro,-115.220299,36.239067
90,3960,SN3960,WB Craig after Jones,-115.226722,36.239274
90,3961,SN3961,WB Craig before Rancho,-115.230236,36.23955
90,3970,SN3970,EB Craig after Rancho,-115.231074,36.239349
90,3971,SN3971,EB Craig after Decatur,-115.206251,36.238662
90,3972,SN3972,EB Craig after Simmons,-115.179617,36.239269
90,3973,SN3973,EB Craig after Coleman,-115.174898,36.239301
90,3974,SN3974,EB Craig after Clayton,-115.170317,36.239258
90,3975,SN3975,EB Craig after Scott Robinson,-115.165887,36.239278
90,3976,SN3976,EB Craig after Martin L King,-115.160949,36.239218
90,3977,SN3977,EB Craig after Revere,-115.152253,36.239233
90,3978,SN3978,EB Craig after Commerce,-115.142869,36.239357
90,3980,SN3980,EB Craig after Arcata,-115.124757,36.239548
90,3981,SN3981,EB Craig after Losee,-115.116219,36.239687
90,3997,SN3997,WB Paseo Verde before St Rose,-115.098037,36.01962
90,3998,SN3998,SB Pecos before Sunset,-115.100996,36.072353
90,3999,SN3999,SB Pecos after Warm Springs,-115.100511,36.056293
90,4001,SN4001,SB Pecos after Robindale,-115.10043,36.049168
90,4003,SN4003,SB Pecos after Windmill,-115.100419,36.04185
90,4004,SN4004,SB Pecos after Sun Shadow,-115.100384,36.038094
90,4011,SN4011,EB Anne after Clayton,-115.170304,36.261605
90,4014,SN4014,EB Ann after Santa Flora,-115.150531,36.261614
90,4018,SN4018,WB Ann after Rancho Palms,-115.149503,36.261823
90,4019,SN4019,WB Ann before Revere,-115.153615,36.261908
90,4021,SN4021,WB Tropical after Revere,-115.153909,36.269284
90,4023,SN4023,SB Camino Eldorado after Tropical,-115.160275,36.267961
90,4024,SN4024,SB Camino Eldorado after Bent Arrow,-115.15901,36.265737
90,4025,SN4025,SB Camino Eldorado after Red Hollow,-115.157896,36.263132
90,4026,SN4026,WB Ann after Camino Eldorado,-115.157413,36.261179
90,4034,SN4034,WB Craig after Kings Hill,-115.148894,36.239585
90,4037,SN4037,SB Nellis before Bonanza,-115.062329,36.174957
90,4038,SN4038,SB Rainbow across from Lost Dutchmn,-115.242402,36.185028
90,4039,SN4039,NB Rainbow after Lost Dutchman,-115.24216,36.185483
90,4044,SN4044,WB Craig after Lawrence,-115.121887,36.239895
90,4045,SN4045,EB Craig before Losee,-115.12062,36.239628
90,4055,SN4055,SB Fort Apache after Lake North,-115.297634,36.140242
90,4056,SN4056,SB Fort Apache after Mariner Cove,-115.297488,36.136978
90,4057,SN4057,SB Fort Apache after Lake South,-115.297322,36.133069
90,4058,SN4058,EB Desert Inn after Fort Apache,-115.296409,36.12971
90,4059,SN4059,EB Desert Inn after Erva,-115.291889,36.129629
90,4060,SN4060,EB Desert Inn after El Capitan,-115.28732,36.129553
90,4062,SN4062,EB Desert Inn after Riley,-115.282426,36.129493
90,4064,SN4064,NB Paradise after Desert Inn,-115.154681,36.130124
90,4066,SN4066,NB Paradise after Convention Center,-115.154632,36.132786
90,4068,SN4068,NB Paradise after Elvis Presley,-115.154667,36.136664
90,4077,SN4077,EB Washington after Christy,-115.052209,36.18137
90,4080,SN4080,EB Washington before Linn,-115.049148,36.18139
90,4092,SN4092,SB Gr Centr at LV Prem Outlets-Nort,-115.157058,36.163237
90,4107,SN4107,EB Charleston after Town Center,-115.321982,36.158812
90,4119,SN4119,NB Gilespie after Carpenters Union,-115.163338,36.066339
90,4172,SN4172,NB Las Vegas at Las Vegas Golf,-115.172172,36.068633
90,4179,SN4179,NB Durango after Alta,-115.27782,36.166955
90,4180,SN4180,WB Charleston after Palace,-115.30383,36.159086
90,4183,SN4183,NB Las Vegas after Washington,-115.133882,36.182698
90,4184,SN4184,SB Gilespie after Pamalyn,-115.163542,36.065473
90,4186,SN4186,NB Boulder before Russell,-115.031831,36.084213
90,4188,SN4188,EB Russell after Valley View,-115.188946,36.086187
90,4218,SN4218,SB Carnegie after Village View,-115.09188,36.020544
90,4222,SN4222,NB Decatur after Lone Mountain,-115.207409,36.247373
90,4223,SN4223,NB Decatur after La Madre,-115.207386,36.250974
90,4224,SN4224,NB Decatur after Washburn,-115.207244,36.25511
90,4225,SN4225,WB Ann after Decatur,-115.2078,36.261709
90,4226,SN4226,WB Ann after Twilight Chase,-115.212739,36.26139
90,4227,SN4227,WB Ann after Bradley,-115.217053,36.26118
90,4229,SN4229,NB Village Park after Paseo Verde,-115.087602,36.020102
90,4231,SN4231,SB Las Vegas after Wigwam,-115.17257,36.034177
90,4233,SN4233,NB Decatur after Hammer,-115.20718,36.258276
90,4243,SN4243,EB Warm Springs before Tomiyasu,-115.108139,36.056809
90,4250,SN4250,WB Craig before Camino Al Norte,-115.157751,36.239546
90,4253,SN4253,WB Desert Inn after Durango,-115.279617,36.129685
90,4254,SN4254,EB Sunset after Gilespie,-115.162679,36.071101
90,4265,SN4265,EB BC Pkwy after Veterans Memorial,-114.867458,35.967597
90,4266,SN4266,WB BC Pkwy before Veterans Memorial,-114.867804,35.968022
90,4275,SN4275,WB Sky Pointe after John Herbert,-115.263191,36.278987
90,4280,SN4280,NB Las Vegas before Civic Center,-115.121136,36.201298
90,4281,SN4281,NB Las Vegas before Carey,-115.118594,36.20279
90,4282,SN4282,NB Las Vegas after Belmont,-115.106038,36.210144
90,4283,SN4283,NB Las Vegas at Market Center,-115.101763,36.212646
90,4284,SN4284,NB Las Vegas before Cheyenne,-115.093926,36.217236
90,4285,SN4285,NB Las Vegas after Walnut,-115.08797,36.220718
90,4286,SN4286,NB Las Vegas after Lamb,-115.077479,36.226852
90,4287,SN4287,NB Las Vegas after Lamont,-115.066161,36.233477
90,4288,SN4288,SB Las Vegas after Craig,-115.056637,36.239355
90,4289,SN4289,SB Las Vegas after Nellis,-115.062916,36.235678
90,4290,SN4290,SB Las Vegas after Lamont,-115.067265,36.233134
90,4291,SN4291,SB Las Vegas after Lamb,-115.082187,36.224408
90,4292,SN4292,SB Las Vegas after Walnut,-115.09049,36.219548
90,4293,SN4293,SB Las Vegas after Cheyenne,-115.096358,36.216111
90,4294,SN4294,SB Las Vegas after Pecos,-115.099531,36.214254
90,4295,SN4295,SB Las Vegas after Evans,-115.10937,36.208492
90,4296,SN4296,SB Las Vegas after Carey,-115.11963,36.202489
90,4297,SN4297,SB Las Vegas after Civic Center,-115.121203,36.201564
90,4298,SN4298,SB Eastern after St Rose,-115.1131,36.005971
90,4299,SN4299,SB Las Vegas after Town Square,-115.172626,36.067595
90,4301,SN4301,NB Eastern after St Rose,-115.115183,36.008178
90,4303,SN4303,NB Pecos after Pebble,-115.100316,36.028556
90,4310,SN4310,NB Dean Martin after Robindale,-115.183449,36.050529
90,4316,SN4316,SB Boulder after Equestrian,-114.949292,36.010135
90,4317,SN4317,NB Boulder after Equestrian,-114.949946,36.011408
90,4322,SN4322,SB Las Vegas before Tonopah,-115.132653,36.192301
90,4333,SN4333,WB Pilot after Paradise,-115.141721,36.06636
90,4334,SN4334,SB Bermuda after Pilot,-115.154677,36.067426
90,4338,SN4338,SB Las Vegas after Ford,-115.172529,36.031171
90,4339,SN4339,NB Las Vegas after Ford,-115.17214,36.033126
90,4341,SN4341,EB George Crockett after Gilespie,-115.162649,36.062937
90,4342,SN4342,EB George Crockett after Bermuda,-115.153351,36.060856
90,4344,SN4344,WB Pilot at 748. E. Pilot,-115.146153,36.06565
90,4345,SN4345,WB Pilot before Bermuda,-115.148945,36.06801
90,4351,SN4351,NB Paradise before Sahara,-115.154609,36.142337
90,4352,SN4352,NB Hollywood after Lake Mead,-115.026249,36.196403
90,4354,SN4354,NB Hollywood before Carey,-115.026798,36.202137
90,4363,SN4363,WB Warm Springs after Gibson,-115.02945,36.056508
90,4365,SN4365,WB Warm Springs after Marks,-115.038482,36.056427
90,4366,SN4366,WB Warm Springs after Julia,-115.043195,36.056352
90,4369,SN4369,SB Carnegie before Paseo Verde,-115.091499,36.018927
90,4370,SN4370,NB Rainbow before Hacienda,-115.242737,36.090423
90,4372,SN4372,WB Hidden Well after Bermuda,-115.155396,36.064291
90,4375,SN4375,SB Stephanie after Trail Canyon,-115.04677,36.044529
90,4376,SN4376,EB Amer Pacific before Pacific Ctr,-115.041578,36.041669
90,4377,SN4377,EB Amer Pacific after Gallaghr Crst,-115.035087,36.041719
90,4378,SN4378,EB Carey after Radwick,-115.02208,36.20243
90,4413,SN4413,SB Green Valley after Corporate,-115.085799,36.026743
90,4419,SN4419,EB Craig after Camino Al Norte,-115.156582,36.23926
90,4425,SN4425,SB Las Vegas before Magnet,-115.116116,36.204543
90,4427,SN4427,NB Jones after Cheyenne,-115.2257,36.217535
90,4428,SN4428,NB Jones after Santa Catalina,-115.225679,36.220418
90,4430,SN4430,NB Jones before Gowan,-115.225657,36.223866
90,4431,SN4431,NB Jones after Edward,-115.225444,36.228798
90,4435,SN4435,SB Jones after Craig,-115.225671,36.237994
90,4436,SN4436,SB Jones before Starkweather,-115.225632,36.235135
90,4437,SN4437,SB Jones after Rancho,-115.225509,36.230537
90,4438,SN4438,SB Jones after Gilmore,-115.225746,36.22749
90,4439,SN4439,SB Jones after Gowan,-115.225868,36.223607
90,4441,SN4441,SB Jones after Buckskin,-115.225889,36.220115
90,4442,SN4442,SB Simmons before Cheyenne,-115.179652,36.21855
90,4443,SN4443,SB Simmons before Citizen,-115.179171,36.207203
90,4444,SN4444,EB Craig after Kings Hill,-115.146986,36.2393
90,4450,SN4450,NB Rancho after Lone Mountain,-115.240395,36.248359
90,4453,SN4453,WB Centennial after Tenaya,-115.252612,36.277006
90,4454,SN4454,NB Sky Pointe after Buffalo,-115.267412,36.280983
90,4455,SN4455,NB Cimarron after Deer Springs,-115.269519,36.284863
90,4456,SN4456,NB Cimarron after Odysseus,-115.269451,36.287748
90,4457,SN4457,EB Elkhorn after Cimarron,-115.268776,36.291017
90,4481,SN4481,SB Eastern after Siena Heights,-115.110552,36.003766
90,4483,SN4483,WB Horizon Ridge after Eastern,-115.105982,35.998937
90,4485,SN4485,NB Eastern after Coronado Center,-115.109283,36.00306
90,4486,SN4486,NB Eastern before St Rose,-115.112787,36.006138
90,4487,SN4487,SB Buffalo after Cheyenne,-115.2606,36.21768
90,4488,SN4488,SB Buffalo after Valiant Dr,-115.260668,36.21302
90,4489,SN4489,SB Buffalo across from Peak,-115.260764,36.209547
90,4495,SN4495,WB Craig after Revere,-115.153945,36.239559
90,5035,SN5035,NB Pecos after Callahan,-115.100801,36.081982
90,5044,SN5044,EB Craig before Arcata,-115.129226,36.239523
90,5045,SN5045,WB Craig after Donna,-115.130652,36.239784
90,5051,SN5051,SB Las Vegas before Lake Mead,-115.128124,36.196733
90,5052,SN5052,NB Las Vegas after Lake Mead,-115.127848,36.196736
90,5058,SN5058,EB Craig after 5th,-115.133563,36.239491
90,5066,SN5066,NB Simmons after Washburn,-115.179886,36.254563
90,5067,SN5067,EB Anne after Simmons,-115.179134,36.261457
90,5068,SN5068,EB Anne after Coleman,-115.17493,36.261553
90,5087,SN5087,NB Simmons after Hammer,-115.17985,36.258733
90,5093,SN5093,SB Pecos after Oquendo,-115.10109,36.082317
90,5102,SN5102,WB Russell after Las Vegas,-115.174545,36.086327
90,5103,SN5103,WB Russell after Polaris,-115.18704,36.086369
90,5109,SN5109,SB Rainbow at 1725 N. Rainbow,-115.242414,36.191834
90,5110,SN5110,SB Durango after Gowan,-115.27913,36.22547
90,5111,SN5111,SB Durango after Majestic Valley,-115.27903,36.22297
90,5113,SN5113,SB Rampart after Hillpointe,-115.2864,36.19506
90,5114,SN5114,SB Rampart after Vegas,-115.28774,36.18826
90,5115,SN5115,SB Rampart before Canyon Run Dr.,-115.28733,36.17571
90,5116,SN5116,SB Rampart after Alta,-115.288824,36.166226
90,5117,SN5117,SB Fort Apache after Charleston,-115.291593,36.158363
90,5121,SN5121,SB Durango after Spring Mountain,-115.279131,36.125536
90,5122,SN5122,SB Durango after Twain,-115.27913,36.121845
90,5130,SN5130,NB Valley View after Meadows,-115.192479,36.170707
90,5139,SN5139,NB Durango after Flamingo,-115.278839,36.115438
90,5164,SN5164,NB Durango after Spring Mountain,-115.278782,36.126416
90,5166,SN5166,NB Durango after Desert Inn,-115.27871,36.13012
90,5168,SN5168,NB Durango after Edna,-115.2788,36.137403
90,5169,SN5169,NB Fort Apache after Sahara,-115.29758,36.145285
90,5170,SN5170,NB Ft Apache at Residnc at Cnyn Gat,-115.29735,36.14784
90,5171,SN5171,NB Fort Apache after Red Hills,-115.294743,36.151423
90,5173,SN5173,NB Rampart after Alta,-115.286852,36.169495
90,5174,SN5174,NB Rampart after Canyon Run Dr.,-115.286908,36.174682
90,5175,SN5175,NB Rampart before Vegas,-115.28741,36.188026
90,5177,SN5177,NB Rampart before Del Webb,-115.278775,36.209644
90,5179,SN5179,NB Durango after Eldora,-115.2788,36.14072
90,5181,SN5181,SB Rampart after Lazarette,-115.27902,36.2138
90,5182,SN5182,SB Rampart before Del Webb,-115.27915,36.20601
90,5183,SN5183,SB Rampart after Sir William,-115.29111,36.1637
90,5195,SN5195,NB Buffalo after Elkhorn,-115.260095,36.29118
90,5197,SN5197,NB Buffalo after Bridlehorne,-115.259249,36.294821
90,5199,SN5199,WB Farm after Buffalo,-115.261001,36.298007
